id_module_layer /  id_straw_layer / id_straw / number_in_group
group 0
0     0     0     0
0     0     1     1
0     0     2     2
0     0     3     3
0     0     4     4
0     0     5     5
0     0     6     6
0     0     7     7
0     0     8     8
0     0     9     9
0     0     10     10
0     0     11     11
0     0     12     12
0     0     13     13
0     0     14     14
0     1     0     15
0     1     1     16
0     1     2     17
0     1     3     18
0     1     4     19
0     1     5     20
0     1     6     21
0     1     7     22
0     1     8     23
0     1     9     24
0     1     10     25
group 1
0     1     11     0
0     1     12     1
0     1     13     2
0     1     14     3
0     1     15     4
0     2     0     5
0     2     1     6
0     2     2     7
0     2     3     8
0     2     4     9
0     2     5     10
0     2     6     11
0     2     7     12
0     2     8     13
0     2     9     14
0     2     10     15
0     2     11     16
0     2     12     17
0     2     13     18
0     2     14     19
0     2     15     20
0     3     0     21
0     3     1     22
0     3     2     23
0     3     3     24
0     3     4     25
group 2
0     3     5     0
0     3     6     1
0     3     7     2
0     3     8     3
0     3     9     4
0     3     10     5
0     3     11     6
0     3     12     7
0     3     13     8
0     3     14     9
0     3     15     10
0     4     0     11
0     4     1     12
0     4     2     13
0     4     3     14
0     4     4     15
0     4     5     16
0     4     6     17
0     4     7     18
0     4     8     19
0     4     9     20
0     4     10     21
0     4     11     22
0     4     12     23
0     4     13     24
0     4     14     25
group 3
0     4     15     0
0     5     0     1
0     5     1     2
0     5     2     3
0     5     3     4
0     5     4     5
0     5     5     6
0     5     6     7
0     5     7     8
0     5     8     9
0     5     9     10
0     5     10     11
0     5     11     12
0     5     12     13
0     5     13     14
0     5     14     15
0     5     15     16
0     5     16     17
0     6     0     18
0     6     1     19
0     6     2     20
0     6     3     21
0     6     4     22
0     6     5     23
0     6     6     24
0     6     7     25
group 4
0     6     8     0
0     6     9     1
0     6     10     2
0     6     11     3
0     6     12     4
0     6     13     5
0     6     14     6
0     6     15     7
0     6     16     8
0     7     0     9
0     7     1     10
0     7     2     11
0     7     3     12
0     7     4     13
0     7     5     14
0     7     6     15
0     7     7     16
0     7     8     17
0     7     9     18
0     7     10     19
0     7     11     20
0     7     12     21
0     7     13     22
0     7     14     23
0     7     15     24
0     7     16     25
group 5
0     8     0     0
0     8     1     1
0     8     2     2
0     8     3     3
0     8     4     4
0     8     5     5
0     8     6     6
0     8     7     7
0     8     8     8
0     8     9     9
0     8     10     10
0     8     11     11
0     8     12     12
0     8     13     13
0     8     14     14
0     8     15     15
0     8     16     16
0     9     0     17
0     9     1     18
0     9     2     19
0     9     3     20
0     9     4     21
0     9     5     22
0     9     6     23
0     9     7     24
0     9     8     25
group 6
0     9     9     0
0     9     10     1
0     9     11     2
0     9     12     3
0     9     13     4
0     9     14     5
0     9     15     6
0     9     16     7
0     10     0     8
0     10     1     9
0     10     2     10
0     10     3     11
0     10     4     12
0     10     5     13
0     10     6     14
0     10     7     15
0     10     8     16
0     10     9     17
0     10     10     18
0     10     11     19
0     10     12     20
0     10     13     21
0     10     14     22
0     10     15     23
0     10     16     24
0     10     17     25
group 7
0     11     0     0
0     11     1     1
0     11     2     2
0     11     3     3
0     11     4     4
0     11     5     5
0     11     6     6
0     11     7     7
0     11     8     8
0     11     9     9
0     11     10     10
0     11     11     11
0     11     12     12
0     11     13     13
0     11     14     14
0     11     15     15
0     11     16     16
0     11     17     17
0     12     0     18
0     12     1     19
0     12     2     20
0     12     3     21
0     12     4     22
0     12     5     23
0     12     6     24
0     12     7     25
group 8
0     12     8     0
0     12     9     1
0     12     10     2
0     12     11     3
0     12     12     4
0     12     13     5
0     12     14     6
0     12     15     7
0     12     16     8
0     12     17     9
0     13     0     10
0     13     1     11
0     13     2     12
0     13     3     13
0     13     4     14
0     13     5     15
0     13     6     16
0     13     7     17
0     13     8     18
0     13     9     19
0     13     10     20
0     13     11     21
0     13     12     22
0     13     13     23
0     13     14     24
0     13     15     25
group 9
0     13     16     0
0     13     17     1
0     14     0     2
0     14     1     3
0     14     2     4
0     14     3     5
0     14     4     6
0     14     5     7
0     14     6     8
0     14     7     9
0     14     8     10
0     14     9     11
0     14     10     12
0     14     11     13
0     14     12     14
0     14     13     15
0     14     14     16
0     14     15     17
0     14     16     18
0     14     17     19
0     15     0     20
0     15     1     21
0     15     2     22
0     15     3     23
0     15     4     24
0     15     5     25
group 10
0     15     6     0
0     15     7     1
0     15     8     2
0     15     9     3
0     15     10     4
0     15     11     5
0     15     12     6
0     15     13     7
0     15     14     8
0     15     15     9
0     15     16     10
0     15     17     11
0     15     18     12
0     16     0     13
0     16     1     14
0     16     2     15
0     16     3     16
0     16     4     17
0     16     5     18
0     16     6     19
0     16     7     20
0     16     8     21
0     16     9     22
0     16     10     23
0     16     11     24
0     16     12     25
group 11
0     16     13     0
0     16     14     1
0     16     15     2
0     16     16     3
0     16     17     4
0     16     18     5
0     17     0     6
0     17     1     7
0     17     2     8
0     17     3     9
0     17     4     10
0     17     5     11
0     17     6     12
0     17     7     13
0     17     8     14
0     17     9     15
0     17     10     16
0     17     11     17
0     17     12     18
0     17     13     19
0     17     14     20
0     17     15     21
0     17     16     22
0     17     17     23
0     17     18     24
0     18     0     25
group 12
0     18     1     0
0     18     2     1
0     18     3     2
0     18     4     3
0     18     5     4
0     18     6     5
0     18     7     6
0     18     8     7
0     18     9     8
0     18     10     9
0     18     11     10
0     18     12     11
0     18     13     12
0     18     14     13
0     18     15     14
0     18     16     15
0     18     17     16
1     0     0     17
1     0     1     18
1     0     2     19
1     0     3     20
1     0     4     21
1     0     5     22
1     0     6     23
1     0     7     24
1     0     8     25
group 13
1     0     9     0
1     0     10     1
1     0     11     2
1     0     12     3
1     0     13     4
1     0     14     5
1     0     15     6
1     0     16     7
1     0     17     8
1     0     18     9
1     1     0     10
1     1     1     11
1     1     2     12
1     1     3     13
1     1     4     14
1     1     5     15
1     1     6     16
1     1     7     17
1     1     8     18
1     1     9     19
1     1     10     20
1     1     11     21
1     1     12     22
1     1     13     23
1     1     14     24
1     1     15     25
group 14
1     1     16     0
1     1     17     1
1     1     18     2
1     1     19     3
1     2     0     4
1     2     1     5
1     2     2     6
1     2     3     7
1     2     4     8
1     2     5     9
1     2     6     10
1     2     7     11
1     2     8     12
