-1.0008546502e+00 4.0000000000e-01 2.1426140503e+00
-1.0008546502e+00 4.7000000000e-01 2.6233606667e+00
-1.0008546502e+00 5.4000000000e-01 2.9623915403e+00
-1.0008546502e+00 6.1000000000e-01 3.2962936415e+00
-1.0008546502e+00 6.8000000000e-01 3.5350195936e+00
-1.0008546502e+00 7.5000000000e-01 3.8037347490e+00
-1.0008546502e+00 8.2000000000e-01 4.0417997328e+00
-1.0008546502e+00 8.9000000000e-01 4.2730144379e+00
-1.0008546502e+00 9.6000000000e-01 4.4904461836e+00
-1.0008546502e+00 1.0300000000e+00 4.7264748957e+00
-1.0008546502e+00 1.1000000000e+00 5.0325188200e+00
-1.0008546502e+00 1.1700000000e+00 5.4322930285e+00
-1.0008546502e+00 1.2400000000e+00 5.9096395404e+00
-1.0008546502e+00 1.3100000000e+00 6.1197676675e+00
-1.0008546502e+00 1.3800000000e+00 6.1726847033e+00
-1.0008546502e+00 1.4500000000e+00 6.1961997877e+00
-1.0008546502e+00 1.5200000000e+00 6.2114146340e+00
-1.0008546502e+00 1.5900000000e+00 6.2224988486e+00
-1.0008546502e+00 1.6600000000e+00 6.2309339712e+00
-1.0008546502e+00 1.7300000000e+00 6.2375703872e+00
-1.0008546502e+00 1.8000000000e+00 6.2428436930e+00
-1.0008546502e+00 1.8700000000e+00 6.2470483787e+00
-1.0008546502e+00 1.9400000000e+00 6.2504225891e+00
-1.0008546502e+00 2.0100000000e+00 6.2530516383e+00
-1.0008546502e+00 2.0800000000e+00 6.2600507814e+00
-1.0008546502e+00 2.1500000000e+00 6.2681635977e+00
-1.0008546502e+00 2.2200000000e+00 6.2760901738e+00
-1.0008546502e+00 2.2900000000e+00 6.2831410595e+00
-1.0008546502e+00 2.3600000000e+00 6.2889089526e+00
-1.0008546502e+00 2.4300000000e+00 6.2935886405e+00
-1.0008546502e+00 2.5000000000e+00 6.2973103591e+00
-1.0008546502e+00 2.5700000000e+00 6.3001987973e+00
-1.0008546502e+00 2.6400000000e+00 6.3024742502e+00
-1.0008546502e+00 2.7100000000e+00 6.3042516196e+00
-1.0008546502e+00 2.7800000000e+00 6.3056859323e+00
-1.0008546502e+00 2.8500000000e+00 6.3068430633e+00
-1.0008546502e+00 2.9200000000e+00 6.3077784913e+00
-1.0008546502e+00 2.9900000000e+00 6.3085451158e+00
-1.0008546502e+00 3.0600000000e+00 6.3091694824e+00
-1.0008546502e+00 3.1300000000e+00 6.3096789653e+00
-1.0008546502e+00 3.2000000000e+00 6.3101027580e+00
-1.0008546502e+00 3.2700000000e+00 6.3104638965e+00
-1.0008546502e+00 3.3400000000e+00 6.3107904093e+00
-1.0008546502e+00 3.4100000000e+00 6.3110717386e+00
-1.0008546502e+00 3.4800000000e+00 6.3113110215e+00
-1.0008546502e+00 3.5500000000e+00 6.3115187783e+00
-1.0008546502e+00 3.6200000000e+00 6.3117014089e+00
-1.0008546502e+00 3.6900000000e+00 6.3118494596e+00
-1.0008546502e+00 3.7600000000e+00 6.3119752326e+00
-1.0008546502e+00 3.8300000000e+00 6.3120803563e+00
-1.0008546502e+00 3.9000000000e+00 6.3121699327e+00
-1.0008546502e+00 3.9700000000e+00 6.3122465798e+00
-1.0008546502e+00 4.0400000000e+00 6.3123135208e+00
-1.0008546502e+00 4.1100000000e+00 6.3123682831e+00
-1.0008546502e+00 4.1800000000e+00 6.3124126528e+00
-1.0008546502e+00 4.2500000000e+00 6.3124502397e+00
-1.0008546502e+00 4.3200000000e+00 6.3124837393e+00
-1.0008546502e+00 4.3900000000e+00 6.3125126311e+00
-1.0008546502e+00 4.4600000000e+00 6.3125365252e+00
-1.0008546502e+00 4.5300000000e+00 6.3125556395e+00
-1.0008546502e+00 4.6000000000e+00 6.3125719728e+00
-1.0008546502e+00 4.6700000000e+00 6.3125887834e+00
-1.0008546502e+00 4.7400000000e+00 6.3126009022e+00
-1.0008546502e+00 4.8100000000e+00 6.3126123258e+00
-1.0008546502e+00 4.8800000000e+00 6.3126224026e+00
-1.0008546502e+00 4.9500000000e+00 6.3126295691e+00
-1.0008546502e+00 5.0200000000e+00 6.3126353022e+00
-1.0008546502e+00 5.0900000000e+00 6.3126409050e+00
-1.0008546502e+00 5.1600000000e+00 6.3126453351e+00
-1.0008546502e+00 5.2300000000e+00 6.3126488965e+00
-1.0008546502e+00 5.3000000000e+00 6.3126524578e+00
-1.0008546502e+00 5.3700000000e+00 6.3126551939e+00
-1.0008546502e+00 5.4400000000e+00 6.3126574523e+00
-1.0008546502e+00 5.5100000000e+00 6.3126596673e+00
-1.0008546502e+00 5.5800000000e+00 6.3126615348e+00
-1.0008546502e+00 5.6500000000e+00 6.3126637931e+00
-1.0008546502e+00 5.7200000000e+00 6.3126651395e+00
-1.0008546502e+00 5.7900000000e+00 6.3126658343e+00
-1.0008546502e+00 5.8600000000e+00 6.3126666595e+00
-1.0008546502e+00 5.9300000000e+00 6.3126673544e+00
-1.0008546502e+00 6.0000000000e+00 6.3126673544e+00
-8.7767065262e-01 4.0000000000e-01 1.9077968710e+00
-8.7767065262e-01 4.7000000000e-01 2.3966504304e+00
-8.7767065262e-01 5.4000000000e-01 2.7523064360e+00
-8.7767065262e-01 6.1000000000e-01 3.0931648953e+00
-8.7767065262e-01 6.8000000000e-01 3.3322966059e+00
-8.7767065262e-01 7.5000000000e-01 3.6041932913e+00
-8.7767065262e-01 8.2000000000e-01 3.8405686937e+00
-8.7767065262e-01 8.9000000000e-01 4.0715760406e+00
-8.7767065262e-01 9.6000000000e-01 4.2889390521e+00
-8.7767065262e-01 1.0300000000e+00 4.5263637710e+00
-8.7767065262e-01 1.1000000000e+00 4.8319462708e+00
-8.7767065262e-01 1.1700000000e+00 5.2330812906e+00
-8.7767065262e-01 1.2400000000e+00 5.7143351787e+00
-8.7767065262e-01 1.3100000000e+00 5.9198774065e+00
-8.7767065262e-01 1.3800000000e+00 5.9700149864e+00
-8.7767065262e-01 1.4500000000e+00 5.9920248826e+00
-8.7767065262e-01 1.5200000000e+00 6.0062658413e+00
-8.7767065262e-01 1.5900000000e+00 6.0167321929e+00
-8.7767065262e-01 1.6600000000e+00 6.0247559100e+00
-8.7767065262e-01 1.7300000000e+00 6.0310507905e+00
-8.7767065262e-01 1.8000000000e+00 6.0360284647e+00
-8.7767065262e-01 1.8700000000e+00 6.0399938669e+00
-8.7767065262e-01 1.9400000000e+00 6.0431672513e+00
-8.7767065262e-01 2.0100000000e+00 6.0457545413e+00
-8.7767065262e-01 2.0800000000e+00 6.0529520705e+00
-8.7767065262e-01 2.1500000000e+00 6.0614124108e+00
-8.7767065262e-01 2.2200000000e+00 6.0696512037e+00
-8.7767065262e-01 2.2900000000e+00 6.0769788335e+00
-8.7767065262e-01 2.3600000000e+00 6.0828880335e+00
-8.7767065262e-01 2.4300000000e+00 6.0876392000e+00
-8.7767065262e-01 2.5000000000e+00 6.0914194237e+00
-8.7767065262e-01 2.5700000000e+00 6.0943657814e+00
-8.7767065262e-01 2.6400000000e+00 6.0966295137e+00
