2.9157572362e-01 2.0400000000e+00 -6.8437017383e-01
2.9157572362e-01 2.1000000000e+00 8.7480759431e-01
2.9157572362e-01 2.1600000000e+00 2.2342754563e+00
2.9157572362e-01 2.2200000000e+00 3.2645538886e+00
2.9157572362e-01 2.2800000000e+00 3.7229590168e+00
2.9157572362e-01 2.3400000000e+00 3.8761602136e+00
2.9157572362e-01 2.4000000000e+00 3.9554834137e+00
2.9157572362e-01 2.4600000000e+00 4.0642199289e+00
2.9157572362e-01 2.5200000000e+00 4.1807287775e+00
2.9157572362e-01 2.5800000000e+00 4.2714574466e+00
2.9157572362e-01 2.6400000000e+00 4.3495023305e+00
2.9157572362e-01 2.7000000000e+00 4.4167431915e+00
2.9157572362e-01 2.7600000000e+00 4.4717492371e+00
2.9157572362e-01 2.8200000000e+00 4.5158565086e+00
2.9157572362e-01 2.8800000000e+00 4.5499727209e+00
2.9157572362e-01 2.9400000000e+00 4.5755495581e+00
2.9157572362e-01 3.0000000000e+00 4.5942231459e+00
2.9157572362e-01 3.0600000000e+00 4.6075814090e+00
2.9157572362e-01 3.1200000000e+00 4.6169969301e+00
2.9157572362e-01 3.1800000000e+00 4.6237053892e+00
2.9157572362e-01 3.2400000000e+00 4.6285620969e+00
2.9157572362e-01 3.3000000000e+00 4.6321665013e+00
2.9157572362e-01 3.3600000000e+00 4.6355359959e+00
2.9157572362e-01 3.4200000000e+00 4.6387866070e+00
2.9157572362e-01 3.4800000000e+00 4.6415122736e+00
2.9157572362e-01 3.5400000000e+00 4.6436602314e+00
2.9157572362e-01 3.6000000000e+00 4.6453303812e+00
2.9157572362e-01 3.6600000000e+00 4.6466455209e+00
2.9157572362e-01 3.7200000000e+00 4.6476999677e+00
2.9157572362e-01 3.7800000000e+00 4.6485356586e+00
2.9157572362e-01 3.8400000000e+00 4.6492230093e+00
2.9157572362e-01 3.9000000000e+00 4.6497855533e+00
2.9157572362e-01 3.9600000000e+00 4.6502525242e+00
2.9157572362e-01 4.0200000000e+00 4.6506419964e+00
2.9157572362e-01 4.0800000000e+00 4.6509732401e+00
2.9157572362e-01 4.1400000000e+00 4.6512499192e+00
2.9157572362e-01 4.2000000000e+00 4.6514818973e+00
2.9157572362e-01 4.2600000000e+00 4.6516776943e+00
2.9157572362e-01 4.3200000000e+00 4.6518478071e+00
2.9157572362e-01 4.3800000000e+00 4.6519921352e+00
2.9157572362e-01 4.4400000000e+00 4.6521174476e+00
