0 1 13 0 L0_B07_S1_C7_M0
0 1 13 -1 L0_B07_S1_C7_M1C
0 1 13 -2 L0_B07_S1_C7_M2C
0 1 13 -3 L0_B07_S1_C7_M3C
0 1 13 -4 L0_B07_S1_C7_M4C
0 1 13 -5 L0_B07_S1_C7_M5C
0 1 13 -6 L0_B07_S1_C7_M6C
0 1 13 6 L0_B07_S1_A6_M6A
0 1 13 5 L0_B07_S1_A6_M5A
0 1 13 4 L0_B07_S1_A6_M4A
0 1 13 3 L0_B07_S1_A6_M3A
0 1 13 2 L0_B07_S1_A6_M2A
0 1 13 1 L0_B07_S1_A6_M1A
0 1 14 0 L0_B07_S2_A7_M0
0 1 14 1 L0_B07_S2_A7_M1A
0 1 14 2 L0_B07_S2_A7_M2A
0 1 14 3 L0_B07_S2_A7_M3A
0 1 14 4 L0_B07_S2_A7_M4A
0 1 14 5 L0_B07_S2_A7_M5A
0 1 14 6 L0_B07_S2_A7_M6A
0 1 14 -6 L0_B07_S2_C6_M6C
0 1 14 -5 L0_B07_S2_C6_M5C
0 1 14 -4 L0_B07_S2_C6_M4C
0 1 14 -3 L0_B07_S2_C6_M3C
0 1 14 -2 L0_B07_S2_C6_M2C
0 1 14 -1 L0_B07_S2_C6_M1C
0 1 15 0 L0_B08_S1_C7_M0
0 1 15 -1 L0_B08_S1_C7_M1C
0 1 15 -2 L0_B08_S1_C7_M2C
0 1 15 -3 L0_B08_S1_C7_M3C
0 1 15 -4 L0_B08_S1_C7_M4C
0 1 15 -5 L0_B08_S1_C7_M5C
0 1 15 -6 L0_B08_S1_C7_M6C
0 1 15 6 L0_B08_S1_A6_M6A
0 1 15 5 L0_B08_S1_A6_M5A
0 1 15 4 L0_B08_S1_A6_M4A
0 1 15 3 L0_B08_S1_A6_M3A
0 1 15 2 L0_B08_S1_A6_M2A
0 1 15 1 L0_B08_S1_A6_M1A
0 1 16 0 L0_B08_S2_A7_M0
0 1 16 1 L0_B08_S2_A7_M1A
0 1 16 2 L0_B08_S2_A7_M2A
0 1 16 3 L0_B08_S2_A7_M3A
0 1 16 4 L0_B08_S2_A7_M4A
0 1 16 5 L0_B08_S2_A7_M5A
0 1 16 6 L0_B08_S2_A7_M6A
0 1 16 -6 L0_B08_S2_C6_M6C
0 1 16 -5 L0_B08_S2_C6_M5C
0 1 16 -4 L0_B08_S2_C6_M4C
0 1 16 -3 L0_B08_S2_C6_M3C
0 1 16 -2 L0_B08_S2_C6_M2C
0 1 16 -1 L0_B08_S2_C6_M1C
0 1 17 0 L0_B09_S1_C7_M0
0 1 17 -1 L0_B09_S1_C7_M1C
0 1 17 -2 L0_B09_S1_C7_M2C
0 1 17 -3 L0_B09_S1_C7_M3C
0 1 17 -4 L0_B09_S1_C7_M4C
0 1 17 -5 L0_B09_S1_C7_M5C
0 1 17 -6 L0_B09_S1_C7_M6C
0 1 17 6 L0_B09_S1_A6_M6A
0 1 17 5 L0_B09_S1_A6_M5A
0 1 17 4 L0_B09_S1_A6_M4A
0 1 17 3 L0_B09_S1_A6_M3A
0 1 17 2 L0_B09_S1_A6_M2A
0 1 17 1 L0_B09_S1_A6_M1A
0 1 18 0 L0_B09_S2_A7_M0
0 1 18 1 L0_B09_S2_A7_M1A
0 1 18 2 L0_B09_S2_A7_M2A
0 1 18 3 L0_B09_S2_A7_M3A
0 1 18 4 L0_B09_S2_A7_M4A
0 1 18 5 L0_B09_S2_A7_M5A
0 1 18 6 L0_B09_S2_A7_M6A
0 1 18 -6 L0_B09_S2_C6_M6C
0 1 18 -5 L0_B09_S2_C6_M5C
0 1 18 -4 L0_B09_S2_C6_M4C
0 1 18 -3 L0_B09_S2_C6_M3C
0 1 18 -2 L0_B09_S2_C6_M2C
0 1 18 -1 L0_B09_S2_C6_M1C
0 1 19 0 L0_B10_S1_C7_M0
0 1 19 -1 L0_B10_S1_C7_M1C
0 1 19 -2 L0_B10_S1_C7_M2C
0 1 19 -3 L0_B10_S1_C7_M3C
0 1 19 -4 L0_B10_S1_C7_M4C
0 1 19 -5 L0_B10_S1_C7_M5C
0 1 19 -6 L0_B10_S1_C7_M6C
0 1 19 6 L0_B10_S1_A6_M6A
0 1 19 5 L0_B10_S1_A6_M5A
0 1 19 4 L0_B10_S1_A6_M4A
0 1 19 3 L0_B10_S1_A6_M3A
0 1 19 2 L0_B10_S1_A6_M2A
0 1 19 1 L0_B10_S1_A6_M1A
0 1 20 0 L0_B10_S2_A7_M0
0 1 20 1 L0_B10_S2_A7_M1A
0 1 20 2 L0_B10_S2_A7_M2A
0 1 20 3 L0_B10_S2_A7_M3A
0 1 20 4 L0_B10_S2_A7_M4A
0 1 20 5 L0_B10_S2_A7_M5A
0 1 20 6 L0_B10_S2_A7_M6A
0 1 20 -6 L0_B10_S2_C6_M6C
0 1 20 -5 L0_B10_S2_C6_M5C
0 1 20 -4 L0_B10_S2_C6_M4C
0 1 20 -3 L0_B10_S2_C6_M3C
0 1 20 -2 L0_B10_S2_C6_M2C
0 1 20 -1 L0_B10_S2_C6_M1C
0 1 21 0 L0_B11_S1_C7_M0
0 1 21 -1 L0_B11_S1_C7_M1C
0 1 21 -2 L0_B11_S1_C7_M2C
0 1 21 -3 L0_B11_S1_C7_M3C
0 1 21 -4 L0_B11_S1_C7_M4C
0 1 21 -5 L0_B11_S1_C7_M5C
0 1 21 -6 L0_B11_S1_C7_M6C
0 1 21 6 L0_B11_S1_A6_M6A
0 1 21 5 L0_B11_S1_A6_M5A
0 1 21 4 L0_B11_S1_A6_M4A
0 1 21 3 L0_B11_S1_A6_M3A
0 1 21 2 L0_B11_S1_A6_M2A
0 1 21 1 L0_B11_S1_A6_M1A
0 1 6 0 L0_B03_S2_A7_M0
0 1 6 1 L0_B03_S2_A7_M1A
0 1 6 2 L0_B03_S2_A7_M2A
0 1 6 3 L0_B03_S2_A7_M3A
0 1 6 4 L0_B03_S2_A7_M4A
0 1 6 5 L0_B03_S2_A7_M5A
0 1 6 6 L0_B03_S2_A7_M6A
0 1 6 -6 L0_B03_S2_C6_M6C
0 1 6 -5 L0_B03_S2_C6_M5C
0 1 6 -4 L0_B03_S2_C6_M4C
0 1 6 -3 L0_B03_S2_C6_M3C
0 1 6 -2 L0_B03_S2_C6_M2C
0 1 6 -1 L0_B03_S2_C6_M1C
0 1 7 0 L0_B04_S1_C7_M0
0 1 7 -1 L0_B04_S1_C7_M1C
0 1 7 -2 L0_B04_S1_C7_M2C
0 1 7 -3 L0_B04_S1_C7_M3C
0 1 7 -4 L0_B04_S1_C7_M4C
0 1 7 -5 L0_B04_S1_C7_M5C
0 1 7 -6 L0_B04_S1_C7_M6C
0 1 7 6 L0_B04_S1_A6_M6A
0 1 7 5 L0_B04_S1_A6_M5A
0 1 7 4 L0_B04_S1_A6_M4A
0 1 7 3 L0_B04_S1_A6_M3A
0 1 7 2 L0_B04_S1_A6_M2A
0 1 7 1 L0_B04_S1_A6_M1A
0 1 8 0 L0_B04_S2_A7_M0
0 1 8 1 L0_B04_S2_A7_M1A
0 1 8 2 L0_B04_S2_A7_M2A
0 1 8 3 L0_B04_S2_A7_M3A
0 1 8 4 L0_B04_S2_A7_M4A
0 1 8 5 L0_B04_S2_A7_M5A
0 1 8 6 L0_B04_S2_A7_M6A
0 1 8 -6 L0_B04_S2_C6_M6C
0 1 8 -5 L0_B04_S2_C6_M5C
0 1 8 -4 L0_B04_S2_C6_M4C
0 1 8 -3 L0_B04_S2_C6_M3C
0 1 8 -2 L0_B04_S2_C6_M2C
0 1 8 -1 L0_B04_S2_C6_M1C
0 1 9 0 L0_B05_S1_C7_M0
0 1 9 -1 L0_B05_S1_C7_M1C
0 1 9 -2 L0_B05_S1_C7_M2C
0 1 9 -3 L0_B05_S1_C7_M3C
0 1 9 -4 L0_B05_S1_C7_M4C
0 1 9 -5 L0_B05_S1_C7_M5C
0 1 9 -6 L0_B05_S1_C7_M6C
0 1 9 6 L0_B05_S1_A6_M6A
0 1 9 5 L0_B05_S1_A6_M5A
0 1 9 4 L0_B05_S1_A6_M4A
0 1 9 3 L0_B05_S1_A6_M3A
0 1 9 2 L0_B05_S1_A6_M2A
0 1 9 1 L0_B05_S1_A6_M1A
0 1 10 0 L0_B05_S2_A7_M0
0 1 10 1 L0_B05_S2_A7_M1A
0 1 10 2 L0_B05_S2_A7_M2A
0 1 10 3 L0_B05_S2_A7_M3A
0 1 10 4 L0_B05_S2_A7_M4A
0 1 10 5 L0_B05_S2_A7_M5A
0 1 10 6 L0_B05_S2_A7_M6A
0 1 10 -6 L0_B05_S2_C6_M6C
0 1 10 -5 L0_B05_S2_C6_M5C
0 1 10 -4 L0_B05_S2_C6_M4C
0 1 10 -3 L0_B05_S2_C6_M3C
0 1 10 -2 L0_B05_S2_C6_M2C
0 1 10 -1 L0_B05_S2_C6_M1C
0 1 11 0 L0_B06_S1_C7_M0
0 1 11 -1 L0_B06_S1_C7_M1C
0 1 11 -2 L0_B06_S1_C7_M2C
0 1 11 -3 L0_B06_S1_C7_M3C
0 1 11 -4 L0_B06_S1_C7_M4C
0 1 11 -5 L0_B06_S1_C7_M5C
0 1 11 -6 L0_B06_S1_C7_M6C
0 1 11 6 L0_B06_S1_A6_M6A
0 1 11 5 L0_B06_S1_A6_M5A
0 1 11 4 L0_B06_S1_A6_M4A
0 1 11 3 L0_B06_S1_A6_M3A
0 1 11 2 L0_B06_S1_A6_M2A
0 1 11 1 L0_B06_S1_A6_M1A
0 1 12 0 L0_B06_S2_A7_M0
0 1 12 1 L0_B06_S2_A7_M1A
0 1 12 2 L0_B06_S2_A7_M2A
