pp->tt~ +X, X=0,1,or 2 jets   
       100  ! weighted events. Smallest probability is     0.9473
         3 !number of general comment lines to follow
CCCCCCCCCCCCCCCCCCCC Number of comment lines includes 2 CCCCC lines CCCCCCCCCC
 Cross section =   0.2087E+05+-   4.833     fb
CCCCCCCCCCCCCCCCCCCC Do not make changes after this line CCCCCCCCCCCCCCCCCCCCC
    2212    2212     7000.         7000.     ! beam ID and beam energies in GeV 
       4       4      32      32 ! PDF groups and sets for the two beams 
       1       1 ! weight method and #processes
     20.87        0.4833E-02     22.030697    303
    4  303
       1      12       6
   1    11   11    0    0    0
   1   -12   11    0    0    0
   1   -11   12    0    0    0
   1    12   12    0    0    0
   2   -24    3    0    0    0
   2    24    4    0    0    0
       2      12       6
   1    13   11    0    0    0
   1   -14   11    0    0    0
   1   -11   12    0    0    0
   1    12   12    0    0    0
   2   -24    3    0    0    0
   2    24    4    0    0    0
       3      12       6
   1    11   11    0    0    0
   1   -12   11    0    0    0
   1   -13   12    0    0    0
   1    14   12    0    0    0
   2   -24    3    0    0    0
   2    24    4    0    0    0
       4      12       6
   1    13   11    0    0    0
   1   -14   11    0    0    0
   1   -13   12    0    0    0
   1    14   12    0    0    0
   2   -24    3    0    0    0
   2    24    4    0    0    0
   12  303
       1      12       6
  -1     1    0    0  501    0
  -1    -1    0    0    0  502
   2     6    1    0  501    0
   2    -6    2    0    0  502
   1     5    3    0  501    0
   1    -5    4    0    0  502
       2      12       6
  -1     2    0    0  501    0
  -1    -2    0    0    0  502
   2     6    1    0  501    0
   2    -6    2    0    0  502
   1     5    3    0  501    0
   1    -5    4    0    0  502
       3      12       6
  -1     3    0    0  501    0
  -1    -3    0    0    0  502
   2     6    1    0  501    0
   2    -6    2    0    0  502
   1     5    3    0  501    0
   1    -5    4    0    0  502
       4      12       6
  -1     4    0    0  501    0
  -1    -4    0    0    0  502
   2     6    1    0  501    0
   2    -6    2    0    0  502
   1     5    3    0  501    0
   1    -5    4    0    0  502
       5      12       6
  -1     5    0    0  501    0
  -1    -5    0    0    0  502
   2     6    1    0  501    0
   2    -6    2    0    0  502
   1     5    3    0  501    0
   1    -5    4    0    0  502
       6      12       6
  -1    -1    0    0    0  501
  -1     1    0    0  502    0
   2    -6    1    0    0  501
   2     6    2    0  502    0
   1    -5    3    0    0  501
   1     5    4    0  502    0
       7      12       6
  -1    -2    0    0    0  501
  -1     2    0    0  502    0
   2    -6    1    0    0  501
   2     6    2    0  502    0
   1    -5    3    0    0  501
   1     5    4    0  502    0
       8      12       6
  -1    -3    0    0    0  501
  -1     3    0    0  502    0
   2    -6    1    0    0  501
   2     6    2    0  502    0
   1    -5    3    0    0  501
   1     5    4    0  502    0
       9      12       6
  -1    -4    0    0    0  501
  -1     4    0    0  502    0
   2    -6    1    0    0  501
   2     6    2    0  502    0
   1    -5    3    0    0  501
   1     5    4    0  502    0
      10      12       6
  -1    -5    0    0    0  501
  -1     5    0    0  502    0
   2    -6    1    0    0  501
   2     6    2    0  502    0
   1    -5    3    0    0  501
   1     5    4    0  502    0
      11      12       6
  -1    21    0    0  502  503
  -1    21    0    0  501  502
   2     6    1    0  501    0
   2    -6    2    0    0  503
   1     5    3    0  501    0
   1    -5    4    0    0  503
      12      12       6
  -1    21    0    0  501  502
  -1    21    0    0  502  503
   2     6    1    0  501    0
   2    -6    2    0    0  503
   1     5    3    0  501    0
   1    -5    4    0    0  503
      1    303     12     11      1  20.870510      202.03392     0.77579519E-02 0.11800000    
  1     27.141139             0.000      9.    21
  2    -1535.6794             0.000      9.    21
  5     23.195130        -24.885621        -51.387030            0.8587E-05  9.     5
  6     40.242028        -33.971289        -398.39814            0.6211E-05  9.    -5
  7     34.508940         61.407724        -398.15426            0.5110E-03 -1.    11
  8    -40.221175         64.133550        -417.12766             0.000      1.   -12
  9    -48.876006        -56.462013        -246.18359            0.5110E-03  1.   -11
 10    -8.8489171        -10.222351         2.7124063             0.000     -1.    12
      2    303     12     12      4  20.870510      233.38267     0.77579519E-02 0.11800000    
  1     284.88628             0.000      9.    21
  2    -602.88914             0.000      9.    21
  5    -11.366318         61.460264         138.16207            0.4503E-05  9.     5
  6    -10.652782        -120.60377        -239.84012            0.5190E-05  9.    -5
  7     98.797679         46.698444         84.516534            0.1057     -1.    13
  8     5.2295185         16.344060        -14.867423             0.000      1.   -14
  9    -71.804665        -3.4138878        -287.44115            0.1057      1.   -13
 10    -10.203433       -0.48511297         1.4672282             0.000     -1.    14
      3    303     12     12      2  20.870510      237.64093     0.77579519E-02 0.11800000    
  1     355.11585             0.000      9.    21
  2    -159.69599             0.000      9.    21
  5     142.42983       -0.46338685         87.880953            0.3811E-05  9.     5
  6    -77.087810        -62.301372        -16.609248            0.6651E-06  9.    -5
  7     39.065922         23.151353         42.606711            0.1057     -1.    13
  8    -24.876073         16.846792        -16.124661             0.000      1.   -14
  9    -22.874116         6.5478930        -11.577589            0.5110E-03  1.   -11
 10    -56.657751         16.218721         109.24369             0.000     -1.    12
      4    303     12     11      3  20.870510      344.91719     0.77579519E-02 0.11800000    
  1     390.97582             0.000      9.    21
  2    -517.35619             0.000      9.    21
  5    -10.653852         82.247783        -164.31740            0.5831E-05  9.     5
  6    -89.731651        -43.750270         100.38192            0.4192E-05  9.    -5
  7     142.45529         147.25359        -175.44067            0.5110E-03 -1.    11
  8    -1.4810111         38.087796        -14.894629             0.000      1.   -12
  9    -12.854455        -70.889718         2.0978834            0.1057      1.   -13
 10    -27.734323        -152.94918         125.79252             0.000     -1.    14
      5    303     12     12      2  20.870510      232.00967     0.77579519E-02 0.11800000    
  1     114.51865             0.000      9.    21
  2    -572.03934             0.000      9.    21
  5     42.300699        -40.427045         4.7930040            0.4452E-05  9.     5
  6     16.668774         145.35818        -201.99562            0.5935E-06  9.    -5
  7    -19.381363        -57.693489        -86.515677            0.1057     -1.    13
  8    -66.116778        -48.787518        -2.0836323             0.000      1.   -14
  9     21.749445         1.2706552        -179.77333            0.5110E-03  1.   -11
 10     4.7792226        0.27921374         8.0545643             0.000     -1.    12
      6    303     12     12      1  20.870510      235.29352     0.77579519E-02 0.11800000    
  1     1251.9262             0.000      9.    21
  2    -91.320673             0.000      9.    21
  5    -62.774460        -64.051556         681.68718            0.6937E-05  9.     5
  6     12.020716         96.793156        -1.3171505            0.2052E-05  9.    -5
  7     30.793021        -11.368035         74.291704            0.5110E-03 -1.    11
  8    -84.234584        -31.708306         306.65395             0.000      1.   -12
  9     28.587919         2.8355282        -4.1062254            0.5110E-03  1.   -11
 10     75.607387         7.4992127         103.39611             0.000     -1.    12
      7    303     12     11      2  20.870510      176.05639     0.77579519E-02 0.11800000    
  1     310.37636             0.000      9.    21
  2    -128.35903             0.000      9.    21
  5    -48.785999        -19.931519        -43.548786            0.1877E-05  9.     5
  6     53.424092         48.690347         65.154215            0.2070E-05  9.    -5
  7     65.612816        -2.7116547         52.560501            0.1057     -1.    13
  8    -10.873654        -1.4383646        -21.358529             0.000      1.   -14
  9    -14.017481        -5.8095227        -9.4229582            0.5110E-03  1.   -11
 10    -45.359773        -18.799285         138.63290             0.000     -1.    12
      8    303     12     12      2  20.870510      220.47698     0.77579519E-02 0.11800000    
  1     151.35856             0.000      9.    21
  2    -332.47311             0.000      9.    21
  5    -67.952385        -132.90261        -75.328255            0.1567E-05  9.     5
  6    -4.1304965         92.441174        -135.67460            0.2023E-05  9.    -5
  7     30.633575        0.45036666E-01     5.9889430            0.1057     -1.    13
  8     13.044951        0.40454345E-01     23.409741             0.000      1.   -14
  9     14.162410         20.131444        -39.984391            0.5110E-03  1.   -11
 10     14.241946         20.244502         40.474003             0.000     -1.    12
      9    303     12      2      3  20.870510      297.24255     0.77579519E-02 0.11800000    
  1     4338.1477             0.000      9.     2
  2    -20.543526             0.000      9.    -2
  5    -132.22654         150.84930         1371.3338            0.6162E-05  9.     5
  6    -10.463698         13.905720         199.44694            0.1184E-04  9.    -5
  7     19.803019         10.374188         517.85904            0.5110E-03 -1.    11
  8    -57.282346         9.5762806         471.88173             0.000      1.   -12
  9     5.8629309        -6.0105352         6.8681205            0.1057      1.   -13
 10     174.30664        -178.69495         1750.2145             0.000     -1.    14
     10    303     12     11      2  20.870510      187.53393     0.77579519E-02 0.11800000    
  1     373.00753             0.000      9.    21
  2    -95.035078             0.000      9.    21
  5    -26.047974        -4.5524620         134.62390            0.2402E-05  9.     5
  6     46.523884        -56.616020         87.503354            0.8461E-06  9.    -5
  7     60.951895         44.857850         16.526916            0.1057     -1.    13
  8    -15.688910         26.172191         8.6274138             0.000      1.   -14
  9    -27.454628        -4.1184971        -26.564364            0.5110E-03  1.   -11
 10    -38.284267        -5.7430625         57.255230             0.000     -1.    12
     11    303     12     11      3  20.870510      211.49816     0.77579519E-02 0.11800000    
  1     365.75441             0.000      9.    21
  2    -123.56033             0.000      9.    21
  5    -12.439164         34.034532        -29.597209            0.2241E-05  9.     5
  6     4.5260873         49.112818         7.2884750            0.1553E-05  9.    -5
  7     4.6240207        -7.5714727         47.980076            0.5110E-03 -1.    11
  8    -111.43159        -15.008838         77.997053             0.000      1.   -12
  9     29.939030        -15.806383        -5.2154056            0.1057      1.   -13
 10     84.781614        -44.760656         143.74109             0.000     -1.    14
     12    303     12     11      4  20.870510      208.76012     0.77579519E-02 0.11800000    
  1     148.81785             0.000      9.    21
  2    -357.24521             0.000      9.    21
  5    -27.187510        -29.708475        -108.28490            0.3081E-05  9.     5
  6     17.589198        -42.061506        -65.228107            0.1656E-05  9.    -5
  7     11.380180         58.800636        -70.620123            0.1057     -1.    13
  8    -59.960872         57.276093        -32.739758             0.000      1.   -14
  9     19.645127        -14.960925        -17.694946            0.1057      1.   -13
 10     38.533876        -29.345823         86.140464             0.000     -1.    14
     13    303     12     12      2  20.870510      213.54134     0.77579519E-02 0.11800000    
  1     302.71766             0.000      9.    21
  2    -165.82200             0.000      9.    21
  5    -106.27043         55.912914         37.928500            0.1473E-05  9.     5
  6     120.48882        -50.078094        -5.1104563            0.1317E-05  9.    -5
  7     33.904407       -0.65006473         20.933671            0.1057     -1.    13
  8    -38.452165        -1.0526763         80.482969             0.000      1.   -14
  9    -4.7574456        -2.0327675        -39.821878            0.5110E-03  1.   -11
 10    -4.9131822        -2.0993109         42.482851             0.000     -1.    12
     14    303     12     12      2  20.870510      228.74443     0.77579519E-02 0.11800000    
  1     616.88039             0.000      9.    21
  2    -85.865360             0.000      9.    21
  5    -1.8686732         36.876043         43.385656            0.2633E-05  9.     5
  6     11.052418         57.765964         19.325294            0.2244E-05  9.    -5
  7     131.94036        -89.320967         206.82565            0.1057     -1.    13
  8    -7.4680134        -30.692684         54.059289             0.000      1.   -14
  9    -25.898422         4.9162409        0.94658125            0.5110E-03  1.   -11
 10    -107.75767         20.455403         206.47255             0.000     -1.    12
     15    303     12      7      3  20.870510      187.04868     0.77579519E-02 0.11800000    
  1     461.01604             0.000      9.    -2
  2    -81.332909             0.000      9.     2
  5     7.8582651         8.1746806        -31.775472            0.2922E-05  9.    -5
  6     19.306567         72.564751         214.61538            0.9119E-06  9.     5
  7     5.2883574        -16.662134        -6.4619850            0.5110E-03 -1.    11
  8    -18.798558        -59.149613         157.93826             0.000      1.   -12
  9    -5.0335530        -1.8165091        -23.159082            0.1057      1.   -13
 10    -8.6210779        -3.1111754         68.526032             0.000     -1.    14
     16    303     12     12      2  20.870510      260.04004     0.77579519E-02 0.11800000    
  1     810.28513             0.000      9.    21
  2    -86.670943             0.000      9.    21
  5     71.917176         13.154302         225.22847            0.3628E-05  9.     5
  6    -144.02277         22.009854         135.16625            0.2476E-05  9.    -5
  7     33.378101        -31.123169         17.124922            0.1057     -1.    13
  8     50.525855        -95.873596         205.86798             0.000      1.   -14
  9    -2.5176073         19.595815        -2.3780032            0.5110E-03  1.   -11
 10    -9.2807514         72.236794         142.60458             0.000     -1.    12
     17    303     12     11      2  20.870510      266.89551     0.77579519E-02 0.11800000    
  1     518.78056             0.000      9.    21
  2    -141.20026             0.000      9.    21
  5    -9.1172287        -35.288202         106.73872            0.4677E-05  9.     5
  6     67.300185         48.411740         141.43242            0.5643E-06  9.    -5
  7    -5.3378986        -57.128288        -22.103575            0.1057     -1.    13
  8    -66.494312        -92.785858         49.373770             0.000      1.   -14
  9     4.4660314         44.757843        -15.654503            0.5110E-03  1.   -11
 10     9.1832222         92.032765         117.79346             0.000     -1.    12
     18    303     12     11      3  20.870510      175.00025     0.77579519E-02 0.11800000    
  1     32.237420             0.000      9.    21
  2    -975.07821             0.000      9.    21
  5    -69.292561         12.311351        -210.55874            0.8596E-05  9.     5
  6    0.74063033         59.520535        -64.748578            0.4694E-05  9.    -5
  7     57.330382        -8.4366793        -103.19787            0.5110E-03 -1.    11
  8    0.75808974        -14.786424        -238.45936             0.000      1.   -12
  9     9.2558101        -42.998563        -330.06108            0.1057      1.   -13
 10     1.2076480        -5.6102196         4.1848362             0.000     -1.    14
