# WienerFilter General Weights for luminosity <mu>=40
# partition channel w0 w1 w2 w3 w4 w5 w6 bias
0 0 -0.252202 -0.414785 0.0799916 0.898931 0.218044 -0.271645 -0.242421 -0.673856
0 1 -0.0526363 -0.24168 -0.444125 1.44263 -0.390138 -0.086727 -0.121797 -4.6287
0 2 -0.0525738 -0.387037 -0.246146 1.25487 -0.173098 -0.233637 -0.109027 -2.41224
0 3 -0.0554175 -0.373866 -0.259807 1.26628 -0.184614 -0.226227 -0.110707 -2.39963
0 4 -0.0457492 -0.238111 -0.444874 1.44309 -0.391061 -0.0862056 -0.115096 -5.31862
0 5 -0.0546931 -0.23164 -0.45288 1.45686 -0.412567 -0.0712933 -0.124094 -4.93978
0 6 -0.0533814 -0.359899 -0.271408 1.27631 -0.195211 -0.219332 -0.112598 -2.80181
0 7 -0.0614849 -0.353274 -0.280797 1.28261 -0.199025 -0.218266 -0.117029 -2.26379
0 8 -0.0708713 -0.216191 -0.481575 1.48595 -0.445983 -0.0499172 -0.141608 -3.56674
0 9 -0.0625409 -0.193189 -0.509774 1.51096 -0.474359 -0.0294878 -0.135128 -4.81964
0 10 -0.0720027 -0.181834 -0.52271 1.52318 -0.489159 -0.0150173 -0.144313 -4.43169
0 11 -0.0735675 -0.345234 -0.296315 1.3049 -0.234205 -0.184626 -0.131309 -1.67529
0 12 -0.0784788 -0.331371 -0.294845 1.30055 -0.228765 -0.18187 -0.132097 -2.33424
0 13 -0.271159 -0.394834 0.0869576 0.903518 0.200342 -0.25364 -0.261393 -0.438935
0 14 -0.271526 -0.387516 0.0808033 0.90352 0.203106 -0.247351 -0.257591 -1.0397
0 15 -0.0723225 -0.193347 -0.498531 1.50131 -0.467231 -0.0242289 -0.140612 -4.75216
0 16 -0.073331 -0.332223 -0.302488 1.30799 -0.2338 -0.190515 -0.128815 -2.05117
0 17 -0.0650899 -0.330364 -0.310601 1.31299 -0.239459 -0.178704 -0.126948 -2.72924
0 18 -0.06951 -0.197026 -0.483151 1.48706 -0.453299 -0.02731 -0.141372 -5.1828
0 19 -0.0692379 -0.189552 -0.506682 1.50919 -0.474932 -0.0240076 -0.140192 -4.76555
0 20 -0.0594051 -0.211331 -0.481929 1.48552 -0.446618 -0.0477513 -0.129313 -4.96557
0 21 -0.0698949 -0.339498 -0.291691 1.29906 -0.230175 -0.178281 -0.121379 -2.89591
0 22 -0.0707921 -0.350216 -0.280452 1.28791 -0.217328 -0.184379 -0.122738 -2.72049
0 23 -0.0676126 -0.177953 -0.520696 1.5142 -0.473736 -0.0211919 -0.139235 -4.74062
0 24 -0.274251 -0.390336 0.0820441 0.893242 0.222821 -0.254046 -0.265581 -0.635121
0 25 -0.271282 -0.398541 0.0808258 0.894733 0.220977 -0.254412 -0.258692 -0.602617
0 26 -0.0655691 -0.192027 -0.504596 1.49848 -0.454083 -0.0385889 -0.134746 -4.7457
0 27 -0.0733231 -0.357126 -0.259959 1.27482 -0.20566 -0.201337 -0.125553 -2.25441
0 28 -0.0613927 -0.35473 -0.272426 1.27694 -0.200415 -0.199923 -0.118149 -3.18696
0 29 -0.0726636 -0.186443 -0.517505 1.51487 -0.474832 -0.0290093 -0.144454 -4.06482
0 30 -0.366415 -0.361751 0.15427 0.82095 0.284438 -0.208283 -0.321868 -0.0584551
0 31 -0.360982 -0.364324 0.153634 0.823883 0.28083 -0.212915 -0.318956 -0.0510368
0 32 -0.0614968 -0.183053 -0.509002 1.51028 -0.477306 -0.017279 -0.136707 -5.66147
0 33 -0.0618837 -0.341941 -0.292146 1.30301 -0.235655 -0.182028 -0.123098 -2.7626
0 34 -0.0715176 -0.346657 -0.283558 1.29218 -0.219467 -0.194486 -0.128413 -2.0764
0 35 -0.0653627 -0.155981 -0.541249 1.53973 -0.511733 0.0111716 -0.141084 -5.9668
0 36 -0.090892 -0.105417 -0.612131 1.60311 -0.580001 0.0584574 -0.161398 -4.97528
0 37 -0.0992414 -0.094244 -0.631799 1.6224 -0.600194 0.0666409 -0.171137 -4.01582
0 38 -0.0806057 -0.155341 -0.55767 1.55713 -0.52988 0.0174272 -0.15748 -4.01385
0 39 -0.0680649 -0.318152 -0.323886 1.34078 -0.285881 -0.150932 -0.127634 -2.89806
0 40 -0.0751628 -0.302248 -0.353022 1.36413 -0.307668 -0.137586 -0.132108 -2.42984
0 41 -0.153682 -0.40877 -0.0704366 1.07215 0.0223212 -0.255696 -0.181988 -1.0684
0 42 -0.0832732 -0.361595 -0.237576 1.25166 -0.182152 -0.19936 -0.135802 -2.26664
0 43 -0.363222 -0.3631 0.152733 0.823415 0.281804 -0.210568 -0.320008 -0.0442855
0 44 -0.158805 -0.411472 -0.0460358 1.0601 0.0256814 -0.260338 -0.185633 -1.04169
0 45 -0.00580319 -0.342876 -0.324351 1.3372 -0.275071 -0.181091 -0.0710134 -5.57141
0 46 -0.0667085 -0.203476 -0.497946 1.49564 -0.455124 -0.0332761 -0.140668 -3.99991
0 47 -0.0446059 -0.446056 -0.141425 1.16001 -0.0723877 -0.29357 -0.0921527 -3.03626
1 0 -0.255556 -0.403714 0.0754085 0.902016 0.215943 -0.269937 -0.249144 -0.637275
1 1 -0.0637271 -0.22735 -0.46568 1.46371 -0.41483 -0.068454 -0.131182 -4.16187
1 2 -0.0522454 -0.361491 -0.26946 1.27649 -0.198584 -0.215773 -0.105409 -3.21439
1 3 -0.0596161 -0.362957 -0.275654 1.2808 -0.199321 -0.219676 -0.116473 -2.10014
1 4 -0.0607457 -0.225747 -0.468378 1.46484 -0.414434 -0.070569 -0.126968 -4.4807
1 5 -0.0605516 -0.212122 -0.473832 1.47912 -0.441823 -0.0463122 -0.133601 -4.98937
1 6 -0.0625873 -0.362179 -0.268467 1.28561 -0.218081 -0.201506 -0.121655 -2.18355
1 7 -0.0654307 -0.345106 -0.295169 1.30682 -0.238175 -0.187477 -0.126462 -2.16002
1 8 -0.0666144 -0.19581 -0.498093 1.50056 -0.465569 -0.0269842 -0.139058 -4.75048
1 9 -0.0729241 -0.176854 -0.527196 1.52154 -0.481597 -0.0199203 -0.14362 -4.54666
1 10 -0.0883132 -0.126493 -0.598004 1.58744 -0.554878 0.0276394 -0.157668 -4.20288
1 11 -0.06311 -0.326794 -0.316163 1.31938 -0.246288 -0.181984 -0.117316 -3.17608
1 12 -0.0707992 -0.335039 -0.309741 1.31971 -0.252985 -0.173999 -0.129646 -2.03375
1 13 -0.266822 -0.397075 0.0676631 0.912096 0.198699 -0.249651 -0.248991 -0.711046
1 14 -0.271883 -0.40252 0.070741 0.907115 0.204133 -0.244789 -0.251446 -0.526069
1 15 -0.0710913 -0.178508 -0.512696 1.51054 -0.474509 -0.0162453 -0.144335 -5.15282
1 16 -0.0712625 -0.336504 -0.298045 1.30231 -0.229901 -0.179384 -0.131258 -2.42712
1 17 -0.0684867 -0.333287 -0.300274 1.30637 -0.234243 -0.185899 -0.123847 -2.77065
1 18 -0.0565743 -0.216631 -0.471419 1.47288 -0.431525 -0.0503877 -0.132337 -4.89368
1 19 -0.0553129 -0.196732 -0.502744 1.49648 -0.451858 -0.0396443 -0.131068 -5.3809
1 20 -0.0264319 -0.296553 -0.442821 1.44959 -0.389067 -0.141508 -0.100706 -2.28638
1 21 -0.0674671 -0.343357 -0.292159 1.29398 -0.216174 -0.192845 -0.129614 -2.46472
1 22 -0.0681715 -0.347233 -0.28094 1.28629 -0.209325 -0.20106 -0.128512 -2.40772
1 23 -0.0728099 -0.193284 -0.492679 1.48441 -0.436936 -0.0435312 -0.139852 -4.91008
1 24 -0.269411 -0.401674 0.0911316 0.890973 0.221857 -0.264418 -0.255123 -0.595291
1 25 -0.259099 -0.400189 0.0974053 0.891696 0.217485 -0.269605 -0.263353 -0.62653
1 26 -0.0493699 -0.23944 -0.445624 1.44549 -0.396259 -0.078852 -0.121041 -5.13951
1 27 -0.0680671 -0.355762 -0.266429 1.27649 -0.203587 -0.198722 -0.133128 -2.15959
1 28 -0.0620306 -0.364299 -0.255611 1.26997 -0.198404 -0.207656 -0.128841 -2.38811
1 29 -0.0515258 -0.209824 -0.48962 1.4919 -0.454258 -0.0397714 -0.125486 -5.64195
1 30 -0.363585 -0.362635 0.15494 0.822182 0.282419 -0.21102 -0.32125 -0.0478369
1 31 -0.367606 -0.362233 0.156444 0.818092 0.2878 -0.208059 -0.322917 -0.0654095
1 32 -0.0641096 -0.204928 -0.49627 1.50044 -0.464511 -0.0346227 -0.139419 -4.33187
1 33 -0.0762201 -0.344776 -0.283101 1.28688 -0.210641 -0.19486 -0.124445 -2.29595
1 34 -0.0697951 -0.339714 -0.285551 1.28812 -0.211515 -0.194626 -0.119122 -2.96609
1 35 -0.0678246 -0.173898 -0.52459 1.51704 -0.478204 -0.0121627 -0.14043 -5.55935
1 36 -0.0779523 -0.124926 -0.598044 1.58748 -0.559407 0.0431445 -0.154439 -5.28869
1 37 -0.0932904 -0.107161 -0.634445 1.62191 -0.595174 0.060066 -0.169537 -3.65218
1 38 -0.0798084 -0.135321 -0.577814 1.56622 -0.533123 0.0259832 -0.153122 -5.11035
1 39 -0.0866803 -0.320198 -0.347867 1.35861 -0.294861 -0.157082 -0.150282 0.00356904
1 40 -0.0715309 -0.295499 -0.358191 1.36204 -0.299182 -0.13917 -0.136975 -2.6825
1 41 -0.160895 -0.403919 -0.0618779 1.06354 0.0301686 -0.253049 -0.185732 -1.2766
1 42 -0.088319 -0.352023 -0.245755 1.25464 -0.179821 -0.203984 -0.137528 -2.07559
1 43 -0.364001 -0.366038 0.15614 0.819299 0.286686 -0.211476 -0.319752 -0.0372474
1 44 -0.161301 -0.402492 -0.0482051 1.0512 0.041817 -0.256446 -0.184322 -1.75341
1 45 -0.0107746 -0.327917 -0.349728 1.36175 -0.304436 -0.157598 -0.0781672 -5.7657
1 46 -0.0666388 -0.192039 -0.497907 1.49531 -0.456981 -0.0271648 -0.134085 -5.40865
1 47 -0.0502908 -0.438968 -0.157012 1.17954 -0.0943154 -0.294936 -0.09342 -2.38335
2 0 -0.191002 0.507328 -1.2781 2.19238 -1.27413 0.652577 -0.26292 -13.9786
2 1 -0.194001 0.467425 -1.25861 2.18556 -1.26515 0.633456 -0.276491 -14.1588
2 2 -0.0500103 -0.32101 -0.331937 1.3393 -0.275136 -0.16136 -0.112993 -3.93115
2 3 -0.0636144 -0.333519 -0.295402 1.30388 -0.236797 -0.175708 -0.121213 -3.49372
2 4 -0.0509967 -0.325897 -0.321294 1.32842 -0.262599 -0.165088 -0.120509 -3.64164
2 5 -0.0802882 -0.0521982 -0.701563 1.69221 -0.68399 0.11784 -0.159804 -5.60201
2 6 -0.0823171 -0.122542 -0.577255 1.57035 -0.546756 0.0470142 -0.155197 -5.9053
2 7 -0.0969583 -0.111975 -0.611039 1.59906 -0.571404 0.0534191 -0.171677 -3.87807
2 8 -0.0606437 -0.155027 -0.557166 1.54939 -0.513498 -0.000926501 -0.134175 -5.77875
2 9 -0.0707862 -0.137796 -0.584891 1.57846 -0.548937 0.0233227 -0.145315 -5.05179
2 10 -0.0920692 0.0690828 -0.807235 1.78048 -0.790419 0.235322 -0.171264 -10.1177
2 11 -0.119716 0.0841668 -0.84007 1.81172 -0.822764 0.254485 -0.201732 -7.16286
2 12 -0.254321 0.520355 -1.39919 2.32134 -1.40426 0.68223 -0.336893 -3.63408
2 13 -0.159163 0.474323 -1.24538 2.16163 -1.24854 0.62308 -0.233729 -11.8067
2 14 -0.0536996 -0.225762 -0.462003 1.46485 -0.424047 -0.0542001 -0.124778 -5.46827
2 15 -0.0381913 -0.273475 -0.511702 1.51922 -0.466196 -0.105139 -0.118957 -0.129024
2 16 -0.0724856 -0.225498 -0.49093 1.49339 -0.447501 -0.0656893 -0.137647 -2.17906
2 17 -0.0570111 -0.214024 -0.501413 1.49497 -0.444616 -0.059924 -0.126409 -3.93317
2 18 -0.112258 -0.300568 -0.343368 1.35632 -0.302375 -0.12421 -0.163844 -0.412206
2 19 -0.16807 0.108155 -0.901942 1.8619 -0.86075 0.265242 -0.24966 -2.36669
2 20 -0.0516209 -0.101816 -0.628409 1.62323 -0.608923 0.0710472 -0.131874 -7.68748
2 21 -0.0692571 -0.0214312 -0.716908 1.70356 -0.702934 0.152456 -0.152344 -8.84859
2 22 -0.0580445 -0.367876 -0.253328 1.25911 -0.180905 -0.21283 -0.111234 -3.3654
2 23 -0.051158 -0.349521 -0.30602 1.31281 -0.239504 -0.194549 -0.108319 -2.82038
2 24 0 0 0 0 0 0 0 0
2 25 0 0 0 0 0 0 0 0
2 26 0 0 0 0 0 0 0 0
2 27 0 0 0 0 0 0 0 0
2 28 0 0 0 0 0 0 0 0
2 29 0 0 0 0 0 0 0 0
2 30 -0.0758456 -0.400995 -0.181745 1.20316 -0.126447 -0.252264 -0.124644 -1.8075
2 31 -0.0458238 -0.178775 -0.544928 1.54682 -0.516831 -0.00960716 -0.121501 -5.56915
2 32 -0.0540513 -0.157882 -0.565661 1.5619 -0.530657 0.00268718 -0.124299 -5.7597
2 33 -0.365571 -0.361334 0.153747 0.821544 0.284152 -0.209725 -0.321611 -0.0536833
2 34 -0.373225 -0.357791 0.159183 0.815904 0.288454 -0.203335 -0.327671 -0.0698076
2 35 -0.0759686 -0.390471 -0.194845 1.21084 -0.130146 -0.251085 -0.125261 -1.96045
2 36 -0.12432 -0.469727 -0.0156344 1.03315 0.0638882 -0.322646 -0.139077 -1.06512
2 37 -0.162186 -0.418578 -0.0337394 1.03567 0.0647632 -0.280697 -0.184804 -0.878102
2 38 -0.1657 -0.422353 -0.0279006 1.02958 0.0712193 -0.283007 -0.179734 -0.927465
2 39 -0.120434 -0.443792 -0.0439415 1.05562 0.0414705 -0.303757 -0.146119 -1.60026
2 40 -0.0212472 -0.354683 -0.33093 1.34752 -0.283363 -0.188713 -0.0988157 -2.8811
2 41 -0.0225428 -0.324333 -0.362326 1.37316 -0.311726 -0.160292 -0.104694 -3.76165
2 42 0 0 0 0 0 0 0 0
2 43 0 0 0 0 0 0 0 0
2 44 0 0 0 0 0 0 0 0
2 45 0 0 0 0 0 0 0 0
2 46 0 0 0 0 0 0 0 0
2 47 0 0 0 0 0 0 0 0
3 0 -0.194637 0.509142 -1.29582 2.20875 -1.28685 0.652752 -0.266739 -12.6062
3 1 -0.205492 0.486274 -1.28292 2.20305 -1.27778 0.641863 -0.284833 -13.6666
3 2 -0.0499676 -0.31629 -0.332553 1.34663 -0.290022 -0.153054 -0.112482 -3.93113
3 3 -0.0630774 -0.30558 -0.363717 1.36747 -0.302614 -0.147972 -0.125957 -2.5998
3 4 -0.0630755 -0.327432 -0.328645 1.33728 -0.271457 -0.16549 -0.131065 -2.26408
3 5 -0.080661 -0.0331138 -0.731174 1.71613 -0.708884 0.137578 -0.155377 -6.06468
3 6 -0.0775578 -0.120585 -0.593326 1.58309 -0.556167 0.0451771 -0.153792 -5.78766
3 7 -0.0850693 -0.108225 -0.610462 1.601 -0.578785 0.0638752 -0.164369 -5.19207
3 8 -0.051912 -0.145994 -0.556625 1.5516 -0.524479 0.0206981 -0.126073 -7.55256
3 9 -0.0786105 -0.139999 -0.591672 1.58582 -0.556517 0.025795 -0.154037 -3.94269
3 10 -0.123273 0.0877068 -0.850158 1.81977 -0.828225 0.251614 -0.20222 -7.06034
3 11 -0.126526 0.0842088 -0.844918 1.81461 -0.822461 0.249447 -0.205095 -6.52157
3 12 -0.215668 0.509486 -1.33598 2.25373 -1.33127 0.655675 -0.290155 -9.50825
3 13 -0.161815 0.47376 -1.24532 2.16546 -1.25767 0.629373 -0.23783 -11.2286
3 14 -0.0609858 -0.213461 -0.477933 1.46937 -0.41724 -0.0623464 -0.128227 -4.8204
3 15 -0.0676298 -0.214548 -0.478546 1.47259 -0.423207 -0.0564944 -0.138261 -4.2805
3 16 -0.0608258 -0.232106 -0.483243 1.49276 -0.456329 -0.0522993 -0.131969 -3.36723
3 17 -0.0570582 -0.236786 -0.480434 1.4906 -0.453098 -0.0583573 -0.130336 -3.31868
3 18 -0.112538 -0.375511 -0.222395 1.19717 -0.0911934 -0.208965 -0.177853 -0.365669
3 19 -0.105929 -0.254235 -0.412696 1.41396 -0.359154 -0.0874266 -0.178028 -0.714498
3 20 -0.0542186 -0.0792885 -0.65079 1.64433 -0.634707 0.0929795 -0.13511 -8.26443
3 21 -0.0710117 -0.0148223 -0.718006 1.70103 -0.696927 0.148756 -0.149026 -9.25004
3 22 -0.0603361 -0.343739 -0.316606 1.31951 -0.246326 -0.17812 -0.122982 -2.29129
3 23 -0.053835 -0.347899 -0.304168 1.31015 -0.240336 -0.176913 -0.117453 -3.01892
3 24 0 0 0 0 0 0 0 0
3 25 0 0 0 0 0 0 0 0
3 26 0 0 0 0 0 0 0 0
3 27 0 0 0 0 0 0 0 0
3 28 0 0 0 0 0 0 0 0
3 29 0 0 0 0 0 0 0 0
3 30 -0.0749304 -0.396155 -0.177775 1.18272 -0.0920592 -0.257715 -0.124574 -2.67461
3 31 -0.0547931 -0.159503 -0.559139 1.56081 -0.534464 0.00618779 -0.128848 -5.86844
3 32 -0.0367092 -0.17603 -0.530123 1.5322 -0.503508 -0.00996583 -0.111908 -7.55143
3 33 -0.388597 -0.382282 0.208361 0.758103 0.354834 -0.209725 -0.338688 -0.0831629
3 34 -0.371005 -0.366897 0.16649 0.805217 0.303132 -0.208642 -0.326221 -0.091239
3 35 -0.0931362 -0.382243 -0.178791 1.18498 -0.0962068 -0.252402 -0.136274 -2.13209
3 36 -0.108277 -0.468245 -0.0216599 1.03234 0.0708156 -0.323968 -0.143936 -1.60964
3 37 -0.156586 -0.414856 -0.0341219 1.03319 0.0710989 -0.286715 -0.186896 -1.11412
3 38 -0.155705 -0.416595 -0.0354412 1.03533 0.0673266 -0.283275 -0.184804 -1.18063
3 39 -0.10906 -0.439898 -0.0668416 1.07828 0.0177975 -0.296353 -0.149632 -1.43425
3 40 -0.0225114 -0.35402 -0.335216 1.34075 -0.269082 -0.189277 -0.0817468 -3.81994
3 41 -0.0366403 -0.320914 -0.363137 1.37204 -0.312007 -0.152334 -0.0951477 -4.02549
3 42 0 0 0 0 0 0 0 0
3 43 0 0 0 0 0 0 0 0
3 44 0 0 0 0 0 0 0 0
3 45 0 0 0 0 0 0 0 0
3 46 0 0 0 0 0 0 0 0
3 47 0 0 0 0 0 0 0 0
