# This file contains the relative length of
# fibers to each pmt within a drawer in ns
#
Tfib    0x100   0    0
Tfib    0x100   1    -5.42
Tfib    0x100   2    -2.59
Tfib    0x100   3    -2.59
Tfib    0x100   4    -5.6
Tfib    0x100   5    -5.4
Tfib    0x100   6    -2.73
Tfib    0x100   7    -2.73
Tfib    0x100   8    -5.59
Tfib    0x100   9    -5.41
Tfib    0x100   10    -5.41
Tfib    0x100   11    -2.86
Tfib    0x100   12    -2.86
Tfib    0x100   13    -0.55
Tfib    0x100   14    -0.55
Tfib    0x100   15    -5.41
Tfib    0x100   16    -3.01
Tfib    0x100   17    -3.01
Tfib    0x100   18    -5.97
Tfib    0x100   19    -5.41
Tfib    0x100   20    -5.41
Tfib    0x100   21    -3.44
Tfib    0x100   22    -3
Tfib    0x100   23    -5.42
Tfib    0x100   24    -0.34
Tfib    0x100   25    -0.34
Tfib    0x100   26    -5.42
Tfib    0x100   27    -3.13
Tfib    0x100   28    -3.13
Tfib    0x100   29    -5.6
Tfib    0x100   30    0
Tfib    0x100   31    0
Tfib    0x100   32    -5.6
Tfib    0x100   33    -3.41
Tfib    0x100   34    -3.41
Tfib    0x100   35    -5.59
Tfib    0x100   36    -5.97
Tfib    0x100   37    -5.97
Tfib    0x100   38    -5.59
Tfib    0x100   39    -3.45
Tfib    0x100   40    -3.45
Tfib    0x100   41    -0.77
Tfib    0x100   42    -3.89
Tfib    0x100   43    0
Tfib    0x100   44    -1.03
Tfib    0x100   45    -5.6
Tfib    0x100   46    -5.6
Tfib    0x100   47    -3.89
Tfib    0x200   0    -0
Tfib    0x200   1    -5.4
Tfib    0x200   2    -2.59
Tfib    0x200   3    -2.59
Tfib    0x200   4    -5.59
Tfib    0x200   5    -5.42
Tfib    0x200   6    -2.72
Tfib    0x200   7    -2.72
Tfib    0x200   8    -5.6
Tfib    0x200   9    -5.41
Tfib    0x200   10    -5.41
Tfib    0x200   11    -2.87
Tfib    0x200   12    -2.87
Tfib    0x200   13    -0.56
Tfib    0x200   14    -0.56
Tfib    0x200   15    -5.41
Tfib    0x200   16    -3
Tfib    0x200   17    -3
Tfib    0x200   18    -5.97
Tfib    0x200   19    -5.41
Tfib    0x200   20    -5.41
Tfib    0x200   21    -3.45
Tfib    0x200   22    -3.01
Tfib    0x200   23    -5.4
Tfib    0x200   24    -0.34
Tfib    0x200   25    -0.34
Tfib    0x200   26    -5.4
Tfib    0x200   27    -3.14
Tfib    0x200   28    -3.14
Tfib    0x200   29    -5.6
Tfib    0x200   30    0
Tfib    0x200   31    0
Tfib    0x200   32    -5.6
Tfib    0x200   33    -3.39
Tfib    0x200   34    -3.39
Tfib    0x200   35    -5.6
Tfib    0x200   36    -5.96
Tfib    0x200   37    -5.96
Tfib    0x200   38    -5.6
Tfib    0x200   39    -3.45
Tfib    0x200   40    -3.45
Tfib    0x200   41    -0.77
Tfib    0x200   42    -3.91
Tfib    0x200   43    0
Tfib    0x200   44    -1.03
Tfib    0x200   45    -5.6
Tfib    0x200   46    -5.6
Tfib    0x200   47    -3.91
Tfib    0x300   0    0
Tfib    0x300   1    0
Tfib    0x300   2    0
Tfib    0x300   3    0
Tfib    0x300   4    -1.97
Tfib    0x300   5    -1.97
Tfib    0x300   6    -5.83
Tfib    0x300   7    -5.83
Tfib    0x300   8    -4.64
Tfib    0x300   9    -4.64
Tfib    0x300   10    -6.71
Tfib    0x300   11    -6.71
Tfib    0x300   12    0
Tfib    0x300   13    0
Tfib    0x300   14    -4.85
Tfib    0x300   15    -4.85
Tfib    0x300   16    -4.38
Tfib    0x300   17    -4.38
Tfib    0x300   18    0
Tfib    0x300   19    0
Tfib    0x300   20    -6.71
Tfib    0x300   21    -6.71
Tfib    0x300   22    -4.85
Tfib    0x300   23    -4.85
Tfib    0x300   24    0
Tfib    0x300   25    0
Tfib    0x300   26    0
Tfib    0x300   27    0
Tfib    0x300   28    0
Tfib    0x300   29    0
Tfib    0x300   30    -5.14
Tfib    0x300   31    -6.71
Tfib    0x300   32    -6.71
Tfib    0x300   33    0
Tfib    0x300   34    0
Tfib    0x300   35    -5.14
Tfib    0x300   36    -5.41
Tfib    0x300   37    -4.38
Tfib    0x300   38    -4.38
Tfib    0x300   39    -5.41
Tfib    0x300   40    -7.61
Tfib    0x300   41    -7.61
Tfib    0x300   42    0
Tfib    0x300   43    0
Tfib    0x300   44    0
Tfib    0x300   45    0
Tfib    0x300   46    0
Tfib    0x300   47    0
Tfib    0x400   0    0
Tfib    0x400   1    0
Tfib    0x400   2    0
Tfib    0x400   3    0
Tfib    0x400   4    -1.97
Tfib    0x400   5    -1.97
Tfib    0x400   6    -5.83
Tfib    0x400   7    -5.83
Tfib    0x400   8    -4.64
Tfib    0x400   9    -4.64
Tfib    0x400   10    -6.71
Tfib    0x400   11    -6.71
Tfib    0x400   12    0
Tfib    0x400   13    0
Tfib    0x400   14    -4.85
Tfib    0x400   15    -4.85
Tfib    0x400   16    -4.38
Tfib    0x400   17    -4.38
Tfib    0x400   18    0
Tfib    0x400   19    0
Tfib    0x400   20    -6.71
Tfib    0x400   21    -6.71
