1001 1001 1001 1001 1001 1001 1002 1002 60 2 0 0 0 0 0 0 0 0 0 
1001 1001 1001 1001 1002 1002 1002 1002 60 2 0 0 0 0 0 0 0 0 0 
1001 1001 1002 1002 1002 1002 1002 1002 60 3 0 0 0 0 0 0 0 0 0 
1001 1001 1002 1002 1002 1002 1003 1003 60 3 0 0 0 0 0 0 0 0 0 
1002 1002 1002 1002 1002 1002 1003 1003 60 4 0 0 0 0 0 0 0 0 0 
1002 1002 1002 1002 1003 1003 1003 1003 60 4 0 0 0 0 0 0 0 0 0 
1002 1002 1003 1003 1003 1003 1003 1003 60 5 0 0 0 0 0 0 0 0 0 
1002 1002 1003 1003 1003 1003 1004 1004 60 5 0 0 0 0 0 0 0 0 0 
1003 1003 1003 1003 1003 1003 1004 1004 60 6 0 0 0 0 0 3 2 2 3 
1003 1003 1003 1003 1004 1004 1004 1004 60 6 0 0 0 0 0 3 2 2 3 
1003 1003 1004 1004 1004 1004 1004 1004 60 7 0 0 0 0 0 3 2 2 3 
1003 1003 1004 1004 1004 1004 1005 1005 60 7 0 0 0 0 0 3 2 2 3 
1004 1004 1004 1004 1004 1004 1005 1005 60 8 0 3 2 2 3 3 2 2 3 
1004 1004 1004 1004 1005 1005 1005 1005 60 8 0 3 2 2 3 3 2 2 3 
1004 1004 1005 1005 1005 1005 1005 1005 60 9 0 3 2 2 3 3 2 2 3 
1004 1004 1005 1005 1005 1005 1006 1006 60 9 0 3 2 2 3 3 2 2 3 
1005 1005 1005 1005 1005 1005 1006 1006 60 10 0 3 2 2 3 3 2 2 3 
1005 1005 1005 1005 1006 1006 1006 1006 60 10 0 3 2 2 3 3 2 2 3 
1005 1005 1006 1006 1006 1006 1006 1006 60 11 0 3 2 2 3 3 2 2 3 
1005 1005 1006 1006 1006 1006 1007 1007 60 11 0 3 2 2 3 3 2 2 3 
1006 1006 1006 1006 1006 1006 1007 1007 60 12 0 3 2 2 3 3 2 2 2 
1006 1006 1006 1006 1006 1006 1007 1007 60 12 1 0 0 0 0 0 0 3 3 
1006 1006 1006 1006 1007 1007 1007 1007 60 12 0 3 2 2 3 3 2 2 2 
1006 1006 1006 1006 1007 1007 1007 1007 60 12 1 0 0 0 0 0 0 3 3 
1006 1006 1007 1007 1007 1007 1007 1007 60 13 0 3 2 2 3 2 3 3 2 
1006 1006 1007 1007 1007 1007 1008 1008 60 13 0 3 2 2 3 2 3 3 2 
1007 1007 1007 1007 1007 1007 1008 1008 60 14 0 3 2 2 2 2 3 3 2 
1007 1007 1007 1007 1007 1007 1008 1008 60 14 1 0 0 3 3 0 0 0 0 
1007 1007 1007 1007 1008 1008 1008 1008 60 14 0 3 2 2 2 2 3 3 2 
1007 1007 1007 1007 1008 1008 1008 1008 60 14 1 0 0 3 3 0 0 0 0 
1007 1007 1008 1008 1008 1008 1008 1008 60 15 0 2 2 3 2 2 3 3 2 
1007 1007 1008 1008 1008 1008 1008 1008 60 15 1 3 3 0 0 0 0 0 0 
1007 1007 1008 1008 1008 1008 1009 1009 60 15 0 2 2 3 2 2 3 3 2 
1007 1007 1008 1008 1008 1008 1009 1009 60 15 1 3 3 0 0 0 0 0 0 
1008 1008 1008 1008 1008 1008 1009 1009 60 16 0 2 3 3 2 2 3 3 2 
1008 1008 1008 1008 1009 1009 1009 1009 60 16 0 2 3 3 2 2 3 3 2 
1008 1008 1009 1009 1009 1009 1009 1009 60 17 0 2 3 3 2 2 3 3 2 
1008 1008 1009 1009 1009 1009 1010 1010 60 17 0 2 3 3 2 2 3 3 2 
1009 1009 1009 1009 1009 1009 1010 1010 60 18 0 2 3 3 2 2 3 3 2 
1009 1009 1009 1009 1010 1010 1010 1010 60 18 0 2 3 3 2 2 3 3 2 
1009 1009 1010 1010 1010 1010 1010 1010 60 19 0 2 3 3 2 2 3 3 2 
1009 1009 1010 1010 1010 1010 1011 1011 60 19 0 2 3 3 2 2 3 3 2 
1010 1010 1010 1010 1010 1010 1011 1011 60 20 0 2 3 3 2 2 3 3 2 
1010 1010 1010 1010 1011 1011 1011 1011 60 20 0 2 3 3 2 2 3 3 2 
1010 1010 1011 1011 1011 1011 1011 1011 60 21 0 2 3 3 2 2 3 3 2 
1010 1010 1011 1011 1011 1011 1012 1012 60 21 0 2 3 3 2 2 3 3 2 
1011 1011 1011 1011 1011 1011 1012 1012 60 22 0 2 3 3 2 2 3 3 2 
1011 1011 1011 1011 1012 1012 1012 1012 60 22 0 2 3 3 2 2 3 3 2 
1011 1011 1012 1012 1012 1012 1012 1012 60 23 0 2 3 3 2 1 3 3 1 
1011 1011 1012 1012 1012 1012 1012 1012 60 23 1 0 0 0 0 2 4 4 0 
1011 1011 1012 1012 1012 1012 1013 1013 60 23 0 2 3 3 2 1 3 3 1 
1011 1011 1012 1012 1012 1012 1013 1013 60 23 1 0 0 0 0 2 4 4 0 
1012 1012 1012 1012 1012 1012 1013 1013 60 24 0 2 3 3 2 1 4 4 1 
1012 1012 1012 1012 1013 1013 1013 1013 60 24 0 2 3 3 2 1 4 4 1 
1012 1012 1013 1013 1013 1013 1013 1013 60 25 0 2 3 3 1 1 4 4 1 
1012 1012 1013 1013 1013 1013 1013 1013 60 25 1 0 0 4 2 0 0 0 0 
1012 1012 1013 1013 1013 1013 1014 1014 60 25 0 2 3 3 1 1 4 4 1 
1012 1012 1013 1013 1013 1013 1014 1014 60 25 1 0 0 4 2 0 0 0 0 
1013 1013 1013 1013 1013 1013 1014 1014 60 26 0 1 3 4 1 1 4 4 1 
1013 1013 1013 1013 1013 1013 1014 1014 60 26 1 2 4 0 0 0 0 0 0 
1013 1013 1013 1013 1014 1014 1014 1014 60 26 0 1 3 4 1 1 4 4 1 
1013 1013 1013 1013 1014 1014 1014 1014 60 26 1 2 4 0 0 0 0 0 0 
1013 1013 1014 1014 1014 1014 1014 1014 60 27 0 1 4 4 1 1 4 4 1 
1013 1013 1014 1014 1014 1014 1015 1015 60 27 0 1 4 4 1 1 4 4 1 
1014 1014 1014 1014 1014 1014 1015 1015 60 28 0 1 4 4 1 1 4 4 1 
1014 1014 1014 1014 1015 1015 1015 1015 60 28 0 1 4 4 1 1 4 4 1 
1014 1014 1015 1015 1015 1015 1015 1015 60 29 0 1 4 4 1 1 4 4 0 
1014 1014 1015 1015 1015 1015 1016 1016 60 29 0 1 4 4 1 1 4 4 0 
1015 1015 1015 1015 1015 1015 1016 1016 60 30 0 1 4 4 1 0 4 4 0 
1015 1015 1015 1015 1016 1016 1016 1016 60 30 0 1 4 4 1 0 4 4 0 
1015 1015 1016 1016 1016 1016 1016 1016 60 31 0 1 4 4 1 0 4 4 0 
1015 1015 1016 1016 1016 1016 1017 1017 60 31 0 1 4 4 1 0 4 4 0 
1016 1016 1016 1016 1016 1016 1017 1017 60 32 0 1 4 4 0 0 4 4 0 
1016 1016 1016 1016 1017 1017 1017 1017 60 32 0 1 4 4 0 0 4 4 0 
1016 1016 1017 1017 1017 1017 1017 1017 60 32 0 1 4 4 0 0 4 4 0 
1017 1017 1017 1017 2001 2001 2001 2001 60 34 0 0 4 4 0 8 6 6 8 
1017 1017 1018 1018 2001 2001 2001 2001 60 35 0 0 4 0 0 8 6 6 8 
1017 1017 1018 1018 2001 2001 2002 2002 60 35 0 0 4 0 0 8 6 6 8 
1019 1001 1019 1001 1001 1001 1002 1002 53 2 0 0 0 0 0 0 0 0 0 
1019 1001 1019 1001 1002 1002 1002 1002 53 2 0 0 0 0 0 0 0 0 0 
1019 1001 1019 1001 1019 1019 1002 1002 48 2 0 0 0 0 0 0 0 0 0 
1019 1001 1019 1001 1020 1020 1002 1002 48 2 0 0 0 0 0 0 0 0 0 
1019 1001 1020 1002 1002 1002 1002 1002 53 3 0 0 0 0 0 0 0 0 0 
1019 1001 1020 1002 1002 1002 1003 1003 53 3 0 0 0 0 0 0 0 0 0 
1019 1001 1020 1002 1020 1020 1002 1002 48 3 0 0 0 0 0 0 0 0 0 
1019 1001 1020 1002 1020 1020 1003 1003 48 3 0 0 0 0 0 0 0 0 0 
1019 1019 1019 1019 1019 1019 1002 1002 43 2 0 0 0 0 0 0 0 0 0 
1019 1019 1019 1019 1019 1019 1020 1020 39 2 0 0 0 0 0 0 0 0 0 
1019 1019 1019 1019 1020 1020 1002 1002 43 2 0 0 0 0 0 0 0 0 0 
1019 1019 1019 1019 1020 1020 1020 1020 39 2 0 0 0 0 0 0 0 0 0 
1019 1019 1020 1020 1020 1020 1002 1002 43 3 0 0 0 0 0 0 0 0 0 
1019 1019 1020 1020 1020 1020 1003 1003 43 3 0 0 0 0 0 0 0 0 0 
1019 1019 1020 1020 1020 1020 1020 1020 39 3 0 0 0 0 0 0 0 0 0 
1019 1019 1020 1020 1020 1020 1021 1021 39 3 0 0 0 0 0 0 0 0 0 
1020 1002 1020 1002 1002 1002 1003 1003 53 4 0 0 0 0 0 0 0 0 0 
1020 1002 1020 1002 1003 1003 1003 1003 53 4 0 0 0 0 0 0 0 0 0 
1020 1002 1020 1002 1020 1020 1003 1003 48 4 0 0 0 0 0 0 0 0 0 
1020 1002 1020 1002 1021 1021 1003 1003 48 4 0 0 0 0 0 0 0 0 0 
1020 1002 1021 1003 1003 1003 1003 1003 53 5 0 0 0 0 0 0 0 0 0 
1020 1002 1021 1003 1003 1003 1004 1004 53 5 0 0 0 0 0 0 0 0 0 
1020 1002 1021 1003 1021 1021 1003 1003 48 5 0 0 0 0 0 0 0 0 0 
1020 1002 1021 1003 1021 1021 1004 1004 48 5 0 0 0 0 0 0 0 0 0 
1020 1020 1020 1020 1020 1020 1003 1003 43 4 0 0 0 0 0 0 0 0 0 
1020 1020 1020 1020 1020 1020 1021 1021 39 4 0 0 0 0 0 0 0 0 0 
1020 1020 1020 1020 1021 1021 1003 1003 43 4 0 0 0 0 0 0 0 0 0 
1020 1020 1020 1020 1021 1021 1021 1021 39 4 0 0 0 0 0 0 0 0 0 
1020 1020 1021 1021 1021 1021 1003 1003 43 5 0 0 0 0 0 0 0 0 0 
1020 1020 1021 1021 1021 1021 1004 1004 43 5 0 0 0 0 0 0 0 0 0 
1020 1020 1021 1021 1021 1021 1021 1021 39 5 0 0 0 0 0 0 0 0 0 
1020 1020 1021 1021 1021 1021 1022 1022 39 5 0 0 0 0 0 0 0 0 0 
1021 1003 1021 1003 1003 1003 1004 1004 53 6 0 0 0 0 0 3 2 2 3 
1021 1003 1021 1003 1004 1004 1004 1004 53 6 0 0 0 0 0 3 2 2 3 
1021 1003 1021 1003 1021 1021 1004 1004 48 6 0 0 0 0 0 3 2 2 3 
1021 1003 1021 1003 1022 1022 1004 1004 48 6 0 0 0 0 0 3 2 2 3 
1021 1003 1022 1004 1004 1004 1004 1004 53 7 0 0 0 0 0 3 2 2 3 
1021 1003 1022 1004 1004 1004 1005 1005 53 7 0 0 0 0 0 3 2 2 3 
1021 1003 1022 1004 1022 1022 1004 1004 48 7 0 0 0 0 0 3 2 2 3 
1021 1003 1022 1004 1022 1022 1005 1005 48 7 0 0 0 0 0 3 2 2 3 
1021 1021 1021 1021 1021 1021 1004 1004 43 6 0 0 0 0 0 3 2 2 3 
1021 1021 1021 1021 1021 1021 1022 1022 39 6 0 0 0 0 0 3 2 2 3 
1021 1021 1021 1021 1022 1022 1004 1004 43 6 0 0 0 0 0 3 2 2 3 
1021 1021 1021 1021 1022 1022 1022 1022 39 6 0 0 0 0 0 3 2 2 3 
1021 1021 1022 1022 1022 1022 1004 1004 43 7 0 0 0 0 0 3 2 2 3 
1021 1021 1022 1022 1022 1022 1005 1005 43 7 0 0 0 0 0 3 2 2 3 
1021 1021 1022 1022 1022 1022 1022 1022 39 7 0 0 0 0 0 3 2 2 3 
1021 1021 1022 1022 1022 1022 1023 1023 39 7 0 0 0 0 0 3 2 2 3 
1022 1004 1022 1004 1004 1004 1005 1005 53 8 0 3 2 2 3 3 2 2 3 
1022 1004 1022 1004 1005 1005 1005 1005 53 8 0 3 2 2 3 3 2 2 3 
1022 1004 1022 1004 1022 1022 1005 1005 48 8 0 3 2 2 3 3 2 2 3 
1022 1004 1022 1004 1023 1023 1005 1005 48 8 0 3 2 2 3 3 2 2 3 
1022 1004 1023 1005 1005 1005 1005 1005 53 9 0 3 2 2 3 3 2 2 3 
1022 1004 1023 1005 1005 1005 1006 1006 53 9 0 3 2 2 3 3 2 2 3 
1022 1004 1023 1005 1023 1023 1005 1005 48 9 0 3 2 2 3 3 2 2 3 
1022 1004 1023 1005 1023 1023 1006 1006 48 9 0 3 2 2 3 3 2 2 3 
1022 1022 1022 1022 1022 1022 1005 1005 43 8 0 3 2 2 3 3 2 2 3 
1022 1022 1022 1022 1022 1022 1023 1023 39 8 0 3 2 2 3 3 2 2 3 
1022 1022 1022 1022 1023 1023 1005 1005 43 8 0 3 2 2 3 3 2 2 3 
1022 1022 1022 1022 1023 1023 1023 1023 39 8 0 3 2 2 3 3 2 2 3 
1022 1022 1023 1023 1023 1023 1005 1005 43 9 0 3 2 2 3 3 2 2 3 
1022 1022 1023 1023 1023 1023 1006 1006 43 9 0 3 2 2 3 3 2 2 3 
1022 1022 1023 1023 1023 1023 1023 1023 39 9 0 3 2 2 3 3 2 2 3 
1022 1022 1023 1023 1023 1023 1024 1024 39 9 0 3 2 2 3 3 2 2 3 
1023 1005 1023 1005 1005 1005 1006 1006 53 10 0 3 2 2 3 3 2 2 3 
1023 1005 1023 1005 1006 1006 1006 1006 53 10 0 3 2 2 3 3 2 2 3 
1023 1005 1023 1005 1023 1023 1006 1006 48 10 0 3 2 2 3 3 2 2 3 
1023 1005 1023 1005 1024 1024 1006 1006 48 10 0 3 2 2 3 3 2 2 3 
1023 1005 1024 1006 1006 1006 1006 1006 53 11 0 3 2 2 3 3 2 2 3 
1023 1005 1024 1006 1006 1006 1007 1007 53 11 0 3 2 2 3 3 2 2 3 
