/DAQdummy/EBA/DAQdummy	EBAXX	0	ATLTILSCS:DAQEBA.state
/DAQdummy/EBC/DAQdummy	EBCXX	3	ATLTILSCS:DAQEBC.state
/DAQdummy/LBA/DAQdummy	LBAXX	1	ATLTILSCS:DAQLBA.state
/DAQdummy/LBC/DAQdummy	LBCXX	2	ATLTILSCS:DAQLBC.state
/TILE/DCS/AI	EBA01	55461086	ATLTILLV00:ELMB/LVCAN4/LVPS_1/AI
/TILE/DCS/AI	EBA02	55537086	ATLTILLV00:ELMB/LVCAN4/LVPS_2/AI
/TILE/DCS/AI	EBA03	55613086	ATLTILLV00:ELMB/LVCAN4/LVPS_3/AI
/TILE/DCS/AI	EBA04	55689086	ATLTILLV00:ELMB/LVCAN4/LVPS_4/AI
/TILE/DCS/AI	EBA05	55765086	ATLTILLV00:ELMB/LVCAN4/LVPS_5/AI
/TILE/DCS/AI	EBA06	55841086	ATLTILLV00:ELMB/LVCAN4/LVPS_6/AI
/TILE/DCS/AI	EBA07	55917086	ATLTILLV00:ELMB/LVCAN4/LVPS_7/AI
/TILE/DCS/AI	EBA08	55993086	ATLTILLV00:ELMB/LVCAN4/LVPS_8/AI
/TILE/DCS/AI	EBA09	56753086	ATLTILLV00:ELMB/LVCAN1/LVPS_9/AI
/TILE/DCS/AI	EBA10	56829086	ATLTILLV00:ELMB/LVCAN1/LVPS_10/AI
/TILE/DCS/AI	EBA11	56905086	ATLTILLV00:ELMB/LVCAN1/LVPS_11/AI
/TILE/DCS/AI	EBA12	56981086	ATLTILLV00:ELMB/LVCAN1/LVPS_12/AI
/TILE/DCS/AI	EBA13	57057086	ATLTILLV00:ELMB/LVCAN1/LVPS_13/AI
/TILE/DCS/AI	EBA14	57133086	ATLTILLV00:ELMB/LVCAN1/LVPS_14/AI
/TILE/DCS/AI	EBA15	58881086	ATLTILLV00:ELMB/LVCAN1/LVPS_15/AI
/TILE/DCS/AI	EBA16	57209086	ATLTILLV00:ELMB/LVCAN1/LVPS_16/AI
/TILE/DCS/AI	EBA17	57285086	ATLTILLV00:ELMB/LVCAN1/LVPS_17/AI
/TILE/DCS/AI	EBA18	57361086	ATLTILLV00:ELMB/LVCAN1/LVPS_18/AI
/TILE/DCS/AI	EBA19	57437086	ATLTILLV00:ELMB/LVCAN1/LVPS_19/AI
/TILE/DCS/AI	EBA20	58957086	ATLTILLV00:ELMB/LVCAN1/LVPS_20/AI
/TILE/DCS/AI	EBA21	57513086	ATLTILLV00:ELMB/LVCAN1/LVPS_21/AI
/TILE/DCS/AI	EBA22	57589086	ATLTILLV00:ELMB/LVCAN1/LVPS_22/AI
/TILE/DCS/AI	EBA23	57665086	ATLTILLV00:ELMB/LVCAN1/LVPS_23/AI
/TILE/DCS/AI	EBA24	57741086	ATLTILLV00:ELMB/LVCAN1/LVPS_24/AI
/TILE/DCS/AI	EBA25	56677086	ATLTILLV00:ELMB/LVCAN2/LVPS_25/AI
/TILE/DCS/AI	EBA26	57817086	ATLTILLV00:ELMB/LVCAN2/LVPS_26/AI
/TILE/DCS/AI	EBA27	53621086	ATLTILLV00:ELMB/LVCAN2/LVPS_27/AI
/TILE/DCS/AI	EBA28	57893086	ATLTILLV00:ELMB/LVCAN2/LVPS_28/AI
/TILE/DCS/AI	EBA29	57969086	ATLTILLV00:ELMB/LVCAN2/LVPS_29/AI
/TILE/DCS/AI	EBA30	58045086	ATLTILLV00:ELMB/LVCAN2/LVPS_30/AI
/TILE/DCS/AI	EBA31	58121086	ATLTILLV00:ELMB/LVCAN2/LVPS_31/AI
/TILE/DCS/AI	EBA32	58197086	ATLTILLV00:ELMB/LVCAN2/LVPS_32/AI
/TILE/DCS/AI	EBA33	58273086	ATLTILLV00:ELMB/LVCAN2/LVPS_33/AI
/TILE/DCS/AI	EBA34	58349086	ATLTILLV00:ELMB/LVCAN2/LVPS_34/AI
/TILE/DCS/AI	EBA35	58425086	ATLTILLV00:ELMB/LVCAN2/LVPS_35/AI
/TILE/DCS/AI	EBA36	58501086	ATLTILLV00:ELMB/LVCAN2/LVPS_36/AI
/TILE/DCS/AI	EBA37	58577086	ATLTILLV00:ELMB/LVCAN2/LVPS_37/AI
/TILE/DCS/AI	EBA38	58653086	ATLTILLV00:ELMB/LVCAN2/LVPS_38/AI
/TILE/DCS/AI	EBA39	58729086	ATLTILLV00:ELMB/LVCAN2/LVPS_39/AI
/TILE/DCS/AI	EBA40	58805086	ATLTILLV00:ELMB/LVCAN2/LVPS_40/AI
/TILE/DCS/AI	EBA41	53399086	ATLTILLV00:ELMB/LVCAN3/LVPS_41/AI
/TILE/DCS/AI	EBA42	53769086	ATLTILLV00:ELMB/LVCAN3/LVPS_42/AI
/TILE/DCS/AI	EBA43	53843086	ATLTILLV00:ELMB/LVCAN3/LVPS_43/AI
/TILE/DCS/AI	EBA44	53917086	ATLTILLV00:ELMB/LVCAN3/LVPS_44/AI
/TILE/DCS/AI	EBA45	53695086	ATLTILLV00:ELMB/LVCAN3/LVPS_45/AI
/TILE/DCS/AI	EBA46	53991086	ATLTILLV00:ELMB/LVCAN3/LVPS_46/AI
/TILE/DCS/AI	EBA47	54065086	ATLTILLV00:ELMB/LVCAN3/LVPS_47/AI
/TILE/DCS/AI	EBA48	54139086	ATLTILLV00:ELMB/LVCAN3/LVPS_48/AI
