v1.0 1 RtCalibrationAnalytic 15 2094 0 0 0 0 dummy 68 100
0 0.135205  1
0.378595 7.43798  1
0.386117 14.7408  1
0.413325 22.0435  1
0.535358 29.3463  1
0.839255 36.6491  1
1.21737 43.9519  1
1.56322 51.2546  1
1.86568 58.5574  1
2.22248 65.8602  1
2.5778 73.163  1
2.93638 80.4657  1
3.30413 87.7685  1
3.64213 95.0713  1
3.95106 102.374  1
4.24649 109.677  1
4.51808 116.98  1
4.79906 124.282  1
5.07841 131.585  1
5.333 138.888  1
5.59839 146.191  1
5.81862 153.493  1
6.01845 160.796  1
6.228 168.099  1
6.44991 175.402  1
6.66089 182.705  1
6.85355 190.007  1
7.03437 197.31  1
7.20473 204.613  1
7.37082 211.916  1
7.54571 219.218  1
7.72488 226.521  1
7.89188 233.824  1
8.05016 241.127  1
8.20812 248.43  1
8.36082 255.732  1
8.50232 263.035  1
8.63691 270.338  1
8.77083 277.641  1
8.90572 284.943  1
9.04113 292.246  1
9.17568 299.549  1
9.30722 306.852  1
9.43443 314.155  1
9.55736 321.457  1
9.67658 328.76  1
9.79455 336.063  1
9.91455 343.366  1
10.0365 350.668  1
10.1563 357.971  1
10.2704 365.274  1
10.3801 372.577  1
10.4889 379.88  1
10.5989 387.182  1
10.709 394.485  1
10.8171 401.788  1
10.9224 409.091  1
11.0255 416.393  1
11.1271 423.696  1
11.2279 430.999  1
11.3284 438.302  1
11.4291 445.605  1
11.5298 452.907  1
11.6298 460.21  1
11.7279 467.513  1
11.8242 474.816  1
11.919 482.118  1
12.0129 489.421  1
12.106 496.724  1
12.1978 504.027  1
12.2872 511.33  1
12.3743 518.632  1
12.4601 525.935  1
12.5455 533.238  1
12.6312 540.541  1
12.7174 547.843  1
12.8038 555.146  1
12.8905 562.449  1
12.9777 569.752  1
13.0664 577.054  1
13.1577 584.357  1
13.252 591.66  1
13.3487 598.963  1
13.446 606.266  1
13.5426 613.568  1
13.6365 620.871  1
13.7264 628.174  1
13.8109 635.477  1
13.8888 642.779  1
13.9604 650.082  1
14.0266 657.385  1
14.0884 664.688  1
14.1472 671.991  1
14.2047 679.293  1
14.2628 686.596  1
14.3246 693.899  1
14.3941 701.202  1
14.4788 708.504  1
14.593 715.807  1
14.6 723.11  1
