v0.0 0 1 383
999 0 0 0 0 0 0
0.0825265   6.68   0.034641
0.0692666   8.52   0.0554021
0.106606   10.36   0.0766406
0.115798   12.2   0.0901426
0.149383   14.04   0.101302
0.194783   15.88   0.120848
0.218959   17.72   0.130962
0.271053   19.56   0.156852
0.346581   21.4   0.174149
0.39999   23.24   0.190313
0.462598   25.08   0.214735
0.540452   26.92   0.221089
0.614479   28.76   0.233654
0.695729   30.6   0.250615
0.761292   32.44   0.266426
0.85107   34.28   0.279282
0.925544   36.12   0.291448
1.04843   37.96   0.2723
1.11038   39.8   0.282647
1.21077   41.64   0.270822
1.27254   43.48   0.298039
1.37727   45.32   0.286743
1.45551   47.16   0.279704
1.56014   49   0.27715
1.66297   50.84   0.215272
1.74228   52.68   0.235402
1.82712   54.52   0.251147
1.92306   56.36   0.195674
2.00964   58.2   0.237623
2.10612   60.04   0.17815
2.19337   61.88   0.190519
2.27856   63.72   0.166802
2.37668   65.56   0.130951
2.46557   67.4   0.161228
2.5453   69.24   0.164203
2.641   71.08   0.130774
2.73841   72.92   0.123661
2.83257   74.76   0.119747
2.91319   76.6   0.117532
2.9954   78.44   0.115198
3.08733   80.28   0.121306
3.17744   82.12   0.112382
3.26312   83.96   0.11536
3.35153   85.8   0.112813
3.43497   87.64   0.111024
3.51504   89.48   0.113917
3.60376   91.32   0.103612
3.69906   93.16   0.109352
3.77209   95   0.109998
3.86832   96.84   0.104344
3.93755   98.68   0.105225
4.02426   100.52   0.0995542
4.10341   102.36   0.104592
4.17975   104.2   0.10635
4.25542   106.04   0.0986078
4.34286   107.88   0.0980133
4.41498   109.72   0.0979933
4.49335   111.56   0.0973853
4.56783   113.4   0.0935731
4.63394   115.24   0.0946994
4.71302   117.08   0.0798167
4.78126   118.92   0.0948228
4.8599   120.76   0.0932177
4.92562   122.6   0.0912063
5.00663   124.44   0.0925192
5.06404   126.28   0.092037
5.13151   128.12   0.0868296
5.19989   129.96   0.0923416
5.27062   131.8   0.0867673
5.32751   133.64   0.0863303
5.39187   135.48   0.0903376
5.46612   137.32   0.0889405
5.51375   139.16   0.0821907
5.58699   141   0.0847349
5.64455   142.84   0.0844367
5.69487   144.68   0.0837068
5.77322   146.52   0.0892484
5.81754   148.36   0.0800767
5.88264   150.2   0.0842706
5.93412   152.04   0.0815737
5.99061   153.88   0.0805264
6.04939   155.72   0.0818535
6.10854   157.56   0.0834201
6.16493   159.4   0.0842525
6.21937   161.24   0.0803931
6.26826   163.08   0.0813391
6.3219   164.92   0.080909
6.38101   166.76   0.0801943
6.43175   168.6   0.0780698
6.48824   170.44   0.083649
6.53471   172.28   0.0838482
6.59491   174.12   0.0849841
6.63795   175.96   0.0815375
6.69567   177.8   0.0810432
6.74135   179.64   0.077515
6.7892   181.48   0.0746774
6.83742   183.32   0.0762357
6.89012   185.16   0.0766787
6.93041   187   0.0753165
6.98222   188.84   0.0765539
7.02411   190.68   0.0738602
7.07541   192.52   0.0751457
7.12109   194.36   0.0771605
7.16915   196.2   0.0718856
7.21595   198.04   0.0749982
7.26019   199.88   0.0727997
7.30849   201.72   0.0794686
7.34632   203.56   0.0702919
7.38823   205.4   0.0689174
