p1_ID 	 p2_ID 	 p2_ID_TAN2 	 p1_MS 	 p2_MS 	  E_p1_ID 	 E_p2_ID  E_p2_ID_TAN2 	 E_p1_MS 	E_p2_MS  S_p1_ID  S_p2_ID  S_p2_ID_TAN2  S_p1_MS 	 S_p2_MS
0	0	5.98168e-06	0.0161725	0	0	0	6.72676e-07	0.000354731	0 	0.00488	0	6.5292e-06	0.000648816     0.000156	
0	0	2.90759e-05	0.0163268	0	0	0	1.71698e-06	0.000404548	0	0.00488	0	3.63804e-06	0.000877937	0.000156
0	0.000339528	0	0.0164149	0	0	9.28867e-06	0	0.000333359	0	0.00165	1.47587e-05	0	0.000713458	0.000156
0	0.000293091	0	0.0255667	0	0	7.54958e-06	0	0.000319332	0	0.00165	7.89074e-06	0	0.00206409	0.000216
0	0.000277793	0	0.0172989	0	0	6.89169e-06	0	0.000557635	0	0.00125	1.82662e-05	0	0.000781181	0.000216
0	0.000233654	0	0.0109955	0	0	8.21143e-06	0	0.000476799	0	0.00125	2.16773e-05	0	0.00111449	0.000141
0	0.000203923	0	0.00780645	0	0	5.82663e-06	0	0.000536694	0	0.00079	1.21816e-05	0	0.000461062	0.000141
0	0.000237303	0	0.0113276	0	0	6.96385e-06	0	0.000307839	0	0.00079	1.8544e-05	0	0.00115977	0.000141
0	0.000220131	0	0.0126245	0	0	6.55506e-06	0	0.000330974	0	0.00079	2.15881e-06	0	0.000187463	0.000141
0	0.000215255	0	0.0100014	0	0	8.19137e-06	0	0.000453894	0	0.00079	3.26915e-06	0	0.000637264	0.000141
0	0.000233474	0	0.011068	0	0	6.98468e-06	0	0.000501226	0	0.00125	1.58254e-05	0	0.000638015	0.000141
0	0.000282617	0	0.0162236	0	0	4.13315e-06	0	0.000388454	0	0.00125	2.61066e-05	0	0.000964614	0.000243
0	0.000300416	0	0.0237351	0	0	7.00021e-06	0	0.000300801	0	0.00165	3.29366e-05	0	0.000837526	0.000243
0	0.000370892	0	0.0168887	0	0	6.1976e-06	0	0.000342367	0	0.00165	2.09313e-05	0	0.000496349	0.000138
0	0	2.81275e-05	0.015478	0	0	0	1.08206e-06	0.000347276	0	0.00488	0	4.43654e-06	0.00121749	0.000165
0	0	6.38716e-06	0.0131715	0	0	0	5.95836e-07	0.000378504	0	0.00488	0	2.51124e-06	0.0011536	0.000165
