# author : sara.alderweireldt@cern.ch
# date   : 21/09/2017
# update :
# brief  : Based on https://twiki.cern.ch/twiki/bin/view/LHCPhysics/SUSYCrossSections13TeVn2x1wino
# format : datasetID   finalState   XS   BF   filterEff   relUncertainty  # C1/N2 mass in GeV

394079     125     9.87112     0.03266518922     0.1377       0.034816     # 110  
394080     127     6.12064     0.03266518922     0.1472       0.060218     # 110  
394081     125     9.87112     0.03266518922     0.2237       0.034816     # 110  
394082     127     6.12064     0.03266518922     0.2413       0.060218     # 110  
394083     125     9.87112     0.03266518922     0.3019       0.034816     # 110  
394084     127     6.12064     0.03266518922     0.3272       0.060218     # 110  
394085     125     9.87112     0.03266518922     0.3418       0.034816     # 110  
394086     127     6.12064     0.03266518922     0.3700       0.060218     # 110  
394087     125     6.25221     0.03266518922     0.1454       0.035589     # 125  
394088     127     3.78280     0.03266518922     0.1515       0.062237     # 125  
394089     125     6.25221     0.03266518922     0.2367       0.035589     # 125  
394090     127     3.78280     0.03266518922     0.2513       0.062237     # 125  
394091     125     6.25221     0.03266518922     0.3150       0.035589     # 125  
394092     127     3.78280     0.03266518922     0.3369       0.062237     # 125  
394093     125     6.25221     0.03266518922     0.3563       0.035589     # 125  
394094     127     3.78280     0.03266518922     0.3799       0.062237     # 125  
394095     125     4.17925     0.03266518922     0.1541       0.037296     # 140  
394096     127     2.47076     0.03266518922     0.1594       0.064528     # 140  
394097     125     4.17925     0.03266518922     0.2463       0.037296     # 140  
394098     127     2.47076     0.03266518922     0.2607       0.064528     # 140  
394099     125     4.17925     0.03266518922     0.3311       0.037296     # 140  
394100     127     2.47076     0.03266518922     0.3530       0.064528     # 140  
394101     125     4.17925     0.03266518922     0.3739       0.037296     # 140  
394102     127     2.47076     0.03266518922     0.3964       0.064528     # 140  
394103     125     13.89510    0.03266518922     0.1349       0.034946     # 100  
394104     127     8.76608     0.03266518922     0.1454       0.059048     # 100  
394105     125     13.89510    0.03266518922     0.2685       0.034946     # 100  
394106     127     8.76608     0.03266518922     0.2868       0.059048     # 100  
394107     125     13.89510    0.03266518922     0.3366       0.034946     # 100  
394108     127     8.76608     0.03266518922     0.3591       0.059048     # 100  
394109     125     3.27384     0.03266518922     0.1571       0.038846     # 150  
394110     127     1.90704     0.03266518922     0.1602       0.066172     # 150  
394111     125     3.27384     0.03266518922     0.3071       0.038846     # 150  
394112     127     1.90704     0.03266518922     0.3255       0.066172     # 150  
394113     125     3.27384     0.03266518922     0.3797       0.038846     # 150  
394114     127     1.90704     0.03266518922     0.3981       0.066172     # 150  
394115     125     1.17026     0.03266518922     0.3970       0.046853     # 200  
394116     127     0.63714     0.03266518922     0.4171       0.072993     # 200  
