 2,34619392,1,20504,20504,rootfiles/rts/Rt_BML_3_-6_20504.dat,118,-0.227781,0.189210,0.000000,0.000000,0,0,0,0,0,0,0,0
 3,90710016,1,20504,20504,rootfiles/rts/Rt_BOS_2_5_20504.dat,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0
 4,51388416,1,20504,20504,rootfiles/rts/Rt_BMS_2_-6_20504.dat,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0
 5,69222400,1,20504,20504,rootfiles/rts/Rt_BOL_3_-4_20504.dat,293,-0.331523,0.167576,0.000000,0.000000,0,0,0,0,0,0,0,0
 6,68173824,1,20504,20504,rootfiles/rts/Rt_BOL_3_-6_20504.dat,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0
 7,17833984,1,20504,20504,rootfiles/rts/Rt_BIS_2_-6_20504.dat,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0
 8,0,1,20504,20504,rootfiles/rts/Rt_BOS_2_-1_20504.dat,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0
 9,1064960,1,20504,20504,rootfiles/rts/Rt_BIL_3_-6_20504.dat,142,0.265017,0.290052,0.000000,0.000000,0,0,0,0,0,0,0,0
 10,35659776,1,20504,20504,rootfiles/rts/Rt_BML_2_-4_20504.dat,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0
 11,22036480,1,20504,20504,rootfiles/rts/Rt_BIS_3_2_20504.dat,319,0.209618,0.119342,0.000000,0.000000,0,0,0,0,0,0,0,0
 12,36716544,1,20504,20504,rootfiles/rts/Rt_BML_3_-2_20504.dat,122,-0.261479,0.248976,0.000000,0.000000,0,0,0,0,0,0,0,0
 13,5259264,1,20504,20504,rootfiles/rts/Rt_BIL_3_2_20504.dat,937,0.191823,0.138280,0.000000,0.000000,0,0,0,0,0,0,0,0
 14,68698112,1,20504,20504,rootfiles/rts/Rt_BOL_3_-5_20504.dat,206,-0.278708,0.143604,0.000000,0.000000,0,0,0,0,0,0,0,0
 15,68165632,1,20504,20504,rootfiles/rts/Rt_BOL_2_-6_20504.dat,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0
 16,4726784,1,20504,20504,rootfiles/rts/Rt_BIL_2_1_20504.dat,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0
