#
# the alpha dose is plotted as pSv cm^2 but listed as pGy cm^2 although
# pGy does not really make sense for effective dose ...
# also the tabulated values are in MeV/u - i.e. E_kin is 4-times higher
# the table below has this factor 4 applied
#
#from ICRP Publication 116 Dose in pSv cm^2
#Energy (MeV) AP PA ISO
4.0 219 219 141
8.0 438 438 281
12.0 656 657 419
20.0 1.09E+3 1.09E+3 689
40.0 2.19E+3 2.19E+3 1.82E+3
56.0 4.61E+3 2.56E+3 2.81E+3
80.0 1.72E+4 1.74E+3 5.46E+3
120.0 3.01E+4 1.44E+3 9.86E+3
200.0 4.75E+4 2.88E+3 1.78E+4
300.0 8.05E+4 1.75E+4 3.00E+4
400 1.01E+5 4.84E+4 4.55E+4
600 9.25E+4 1.10E+5 6.95E+4
800 6.74E+4 7.29E+4 7.01E+4
1200 5.14E+4 5.33E+4 5.25E+4
2000 4.27E+4 4.49E+4 4.27E+4
2800 4.11E+4 4.60E+4 4.19E+4
4000 4.00E+4 4.47E+4 4.09E+4
8000 4.02E+4 4.80E+4 4.31E+4
12000 4.08E+4 5.01E+4 4.50E+4
20000 4.12E+4 5.17E+4 4.76E+4
40000 4.56E+4 6.26E+4 5.73E+4
80000 5.12E+4 6.10E+4 7.10E+4
200000 6.12E+4 8.14E+4 9.67E+4
400000 7.14E+4 1.01E+5 1.24E+5
#
# original table for E in MeV/u
# 
# 1.0 219 219 141
# 2.0 438 438 281
# 3.0 656 657 419
# 5.0 1.09E+3 1.09E+3 689
# 10.0 2.19E+3 2.19E+3 1.82E+3
# 14.0 4.61E+3 2.56E+3 2.81E+3
# 20.0 1.72E+4 1.74E+3 5.46E+3
# 30.0 3.01E+4 1.44E+3 9.86E+3
# 50.0 4.75E+4 2.88E+3 1.78E+4
# 75.0 8.05E+4 1.75E+4 3.00E+4
# 100 1.01E+5 4.84E+4 4.55E+4
# 150 9.25E+4 1.10E+5 6.95E+4
# 200 6.74E+4 7.29E+4 7.01E+4
# 300 5.14E+4 5.33E+4 5.25E+4
# 500 4.27E+4 4.49E+4 4.27E+4
# 700 4.11E+4 4.60E+4 4.19E+4
# 1000 4.00E+4 4.47E+4 4.09E+4
# 2000 4.02E+4 4.80E+4 4.31E+4
# 3000 4.08E+4 5.01E+4 4.50E+4
# 5000 4.12E+4 5.17E+4 4.76E+4
# 10000 4.56E+4 6.26E+4 5.73E+4
# 20000 5.12E+4 6.10E+4 7.10E+4
# 50000 6.12E+4 8.14E+4 9.67E+4
# 100000 7.14E+4 1.01E+5 1.24E+5
