#from ICRP Publication 116 Dose in pSv cm^2
#Energy (MeV) AP PA ISO
1.0 180 75.2 78.7
1.5 180 76.8 79.5
2.0 184 78.3 80.9
3.0 188 81.4 83.7
4.0 193 84.8 87.1
5.0 205 87.7 91.5
6.0 242 86.7 98.1
8.0 293 86.8 113
10.0 332 88.6 127
15.0 414 100 161
20.0 465 122 191
30.0 657 251 275
40.0 735 457 363
50.0 755 703 446
60.0 628 775 496
80.0 431 485 498
100 382 402 432
150 340 345 354
200 326 329 332
300 319 321 321
400 320 321 321
500 321 324 323
600 325 326 326
800 327 332 331
1000 333 337 337
1500 331 338 338
2000 333 341 341
3000 336 344 344
4000 337 345 346
5000 337 346 347
6000 337 346 347
8000 337 347 348
10000 338 347 348
