100030,0x2d00003d00000000,0,0
100031,0x2d00003f00000000,0,0
100094,0x2d00023d00000000,0,0
100095,0x2d00023f00000000,0,0
100158,0x2d00043d00000000,0,0
100159,0x2d00043f00000000,0,0
100222,0x2d00063d00000000,0,0
100223,0x2d00063f00000000,0,0
100286,0x2d00083d00000000,0,0
100287,0x2d00083f00000000,0,0
100350,0x2d000a3d00000000,0,0
100351,0x2d000a3f00000000,0,0
100414,0x2d000c3d00000000,0,0
100415,0x2d000c3f00000000,0,0
100478,0x2d000e3d00000000,0,0
100479,0x2d000e3f00000000,0,0
100542,0x2d00103d00000000,0,0
100543,0x2d00103f00000000,0,0
100606,0x2d00123d00000000,0,0
100607,0x2d00123f00000000,0,0
100670,0x2d00143d00000000,0,0
100671,0x2d00143f00000000,0,0
100734,0x2d00163d00000000,0,0
100735,0x2d00163f00000000,0,0
100798,0x2d00183d00000000,0,0
100799,0x2d00183f00000000,0,0
100862,0x2d001a3d00000000,0,0
100863,0x2d001a3f00000000,0,0
300926,0x2d001c3d00000000,0,0
300927,0x2d001c3f00000000,0,0
100030,0x2d20003d00000000,1,0
100031,0x2d20003f00000000,1,0
100030,0x2d20023d00000000,2,0
100031,0x2d20023f00000000,2,0
100030,0x2d20043d00000000,3,0
100031,0x2d20043f00000000,3,0
100030,0x2d20063d00000000,4,0
100031,0x2d20063f00000000,4,0
100094,0x2d20083d00000000,1,0
100095,0x2d20083f00000000,1,0
100094,0x2d200a3d00000000,2,0
100095,0x2d200a3f00000000,2,0
100094,0x2d200c3d00000000,3,0
100095,0x2d200c3f00000000,3,0
100094,0x2d200e3d00000000,4,0
100095,0x2d200e3f00000000,4,0
100158,0x2d20103d00000000,1,0
100159,0x2d20103f00000000,1,0
100158,0x2d20123d00000000,2,0
100159,0x2d20123f00000000,2,0
100158,0x2d20143d00000000,3,0
100159,0x2d20143f00000000,3,0
100158,0x2d20163d00000000,4,0
100159,0x2d20163f00000000,4,0
100222,0x2d20183d00000000,1,0
100223,0x2d20183f00000000,1,0
100222,0x2d201a3d00000000,2,0
100223,0x2d201a3f00000000,2,0
100222,0x2d201c3d00000000,3,0
100223,0x2d201c3f00000000,3,0
100222,0x2d201e3d00000000,4,0
100223,0x2d201e3f00000000,4,0
100286,0x2d20203d00000000,1,0
100287,0x2d20203f00000000,1,0
100286,0x2d20223d00000000,2,0
100287,0x2d20223f00000000,2,0
100286,0x2d20243d00000000,3,0
100287,0x2d20243f00000000,3,0
100286,0x2d20263d00000000,4,0
100287,0x2d20263f00000000,4,0
100350,0x2d20283d00000000,1,0
100351,0x2d20283f00000000,1,0
100350,0x2d202a3d00000000,2,0
100351,0x2d202a3f00000000,2,0
100350,0x2d202c3d00000000,3,0
100351,0x2d202c3f00000000,3,0
100350,0x2d202e3d00000000,4,0
100351,0x2d202e3f00000000,4,0
100414,0x2d20303d00000000,1,0
100415,0x2d20303f00000000,1,0
100414,0x2d20323d00000000,2,0
100415,0x2d20323f00000000,2,0
100414,0x2d20343d00000000,3,0
100415,0x2d20343f00000000,3,0
100414,0x2d20363d00000000,4,0
100415,0x2d20363f00000000,4,0
100478,0x2d20383d00000000,1,0
100479,0x2d20383f00000000,1,0
100478,0x2d203a3d00000000,2,0
100479,0x2d203a3f00000000,2,0
100478,0x2d203c3d00000000,3,0
100479,0x2d203c3f00000000,3,0
100478,0x2d203e3d00000000,4,0
100479,0x2d203e3f00000000,4,0
