41	1	1	-537.92
41	1	2	-523.07
41	1	3	-487.23
41	1	4	-451.48
41	1	5	-415.8
41	1	6	-380.18
41	1	7	-344.63
41	1	8	-309.13
41	1	9	-273.68
41	1	10	-238.28
41	1	11	-202.91
41	1	12	-167.57
41	1	13	-132.27
41	1	14	-96.98
41	1	15	-61.71
41	1	16	-26.44
41	1	17	8.81
41	1	18	44.07
41	1	19	79.34
41	1	20	114.62
41	1	21	149.92
41	1	22	185.24
41	1	23	220.59
41	1	24	255.97
41	1	25	291.4
41	1	26	326.87
41	1	27	362.4
41	1	28	397.98
41	1	29	433.63
41	1	30	469.35
41	1	31	505.14
41	1	32	541.01
42	1	1	-438.01
42	1	2	-404.78
42	1	3	-377.27
42	1	4	-349.77
42	1	5	-322.28
42	1	6	-294.81
42	1	7	-267.35
42	1	8	-239.9
42	1	9	-212.46
42	1	10	-185.03
42	1	11	-157.6
42	1	12	-130.18
42	1	13	-102.77
42	1	14	-75.36
42	1	15	-47.96
42	1	16	-20.55
42	1	17	6.85
42	1	18	34.25
42	1	19	61.66
42	1	20	89.07
42	1	21	116.48
42	1	22	143.89
42	1	23	171.31
42	1	24	198.74
42	1	25	226.18
42	1	26	253.62
42	1	27	281.08
42	1	28	308.54
42	1	29	336.02
42	1	30	363.51
42	1	31	391.02
42	1	32	418.54
42	2	1	-438.76
42	2	2	-401.47
42	2	3	-374.18
42	2	4	-346.91
42	2	5	-319.65
42	2	6	-292.4
42	2	7	-265.16
42	2	8	-237.94
42	2	9	-210.72
42	2	10	-183.51
42	2	11	-156.31
42	2	12	-129.12
42	2	13	-101.93
42	2	14	-74.75
42	2	15	-47.56
42	2	16	-20.38
42	2	17	6.79
42	2	18	33.97
42	2	19	61.15
42	2	20	88.34
42	2	21	115.52
42	2	22	142.72
42	2	23	169.91
42	2	24	197.12
42	2	25	224.33
42	2	26	251.55
42	2	27	278.78
42	2	28	306.02
42	2	29	333.28
42	2	30	360.55
42	2	31	387.83
42	2	32	415.13
42	3	1	-670.3
42	3	2	-630
42	3	3	-587.17
42	3	4	-544.37
42	3	5	-501.59
42	3	6	-458.84
42	3	7	-416.1
42	3	8	-373.37
42	3	9	-330.67
42	3	10	-287.97
42	3	11	-245.29
42	3	12	-202.62
42	3	13	-159.95
42	3	14	-117.29
42	3	15	-74.64
42	3	16	-31.99
42	3	17	10.66
42	3	18	53.31
42	3	19	95.96
42	3	20	138.62
42	3	21	181.28
42	3	22	223.95
42	3	23	266.63
42	3	24	309.32
42	3	25	352.02
42	3	26	394.73
42	3	27	437.46
42	3	28	480.21
42	3	29	522.98
42	3	30	565.77
42	3	31	608.58
42	3	32	651.42
42	4	1	-664.93
42	4	2	-624.57
42	4	3	-582.12
42	4	4	-539.69
42	4	5	-497.28
42	4	6	-454.89
42	4	7	-412.52
42	4	8	-370.16
42	4	9	-327.82
42	4	10	-285.49
42	4	11	-243.18
42	4	12	-200.87
42	4	13	-158.57
42	4	14	-116.28
42	4	15	-74
42	4	16	-31.71
42	4	17	10.57
42	4	18	52.85
42	4	19	95.14
42	4	20	137.43
42	4	21	179.72
42	4	22	222.02
42	4	23	264.33
42	4	24	306.66
42	4	25	348.99
42	4	26	391.34
42	4	27	433.7
42	4	28	476.08
42	4	29	518.48
42	4	30	560.9
42	4	31	603.34
42	4	32	645.81
43	1	1	-590.15
43	1	2	-568.82
43	1	3	-529.85
43	1	4	-490.97
43	1	5	-452.17
43	1	6	-413.44
43	1	7	-374.77
43	1	8	-336.17
43	1	9	-297.62
43	1	10	-259.12
43	1	11	-220.66
43	1	12	-182.23
43	1	13	-143.83
