# author : tinapotter@gmail.com (please report any problems)
# date   : 26/02/2015
# update : 
# brief  : Only 125 (C1+N2) is simulated, the below cross sections are combination of 125 (C1+N2) + 127(C1-N2) and provided in pb.
# command: python SUSYCrossSectionSubmit.py --tev 13 --dir C1N2viaWZ --outputdir Output_C1N2viaWZ --processes nn --ipart1 2,2 --ipart2 5,7 --prun --griduser chpotter
# format : datasetID   finalState   XS   BF   filterEff   relUncertainty
205048	125	19.5446241 	0.03266518922	1.00	0.0875511913
205049	125	1.600502	0.03266518922	1.00	0.0651836525
205050	125	0.3456611	0.03266518922	1.00	0.0643459137
205051	125	0.1092356	0.03266518922	1.00	0.0634235318
205052	125	0.0411666	0.03266518922	1.00	0.0694139018
205053  125     4.5413754       0.03266518922   1.00    0.0738689403
205054	125	1.600502	0.03266518922	1.00	0.0651836525
205055	125	1.600502	0.03266518922	1.00	0.0651836525
205056	125	0.3456611	0.03266518922	1.00	0.0643459137
205128	125	8.729504	0.0326651892	1.00	0.0775599286
205129	125	4.5413754	0.03266518922	1.00	0.0738689403
205130	125	2.6005801	0.0326651892	1.00	0.0698399468
205131	125	8.729504	0.0326651892	1.00	0.0775599286



